id,gender,ocp_cd,age,income,kp_txn_count,kp_txn_amt,cd_ex
13995,1,9.0,3,31000.0,90.0,13826.08695652174,4030.0
13996,1,9.0,3,35000.0,39.0,3243.75,2750.0
13997,2,1.0,4,20000.0,12.0,4222.222222222223,3971.4285714285716
13998,2,3.0,3,62000.0,161.0,34766.666666666664,1548.936170212766
13999,1,3.0,5,85000.0,32.0,3670.5882352941176,1437.5
14000,1,3.0,4,24000.0,126.0,13745.833333333334,1129.7979797979797
14001,2,9.0,3,17000.0,55.0,12717.64705882353,19700.0
14002,1,4.0,3,174000.0,166.0,151592.0,4513.010204081633
14003,1,9.0,4,13000.0,0.0,0.0,4000.0
14004,2,9.0,3,10000.0,0.0,0.0,900.0
14005,1,9.0,3,36000.0,524.0,310380.0,2514.285714285714
14006,1,3.0,3,57000.0,49.0,4627.777777777777,4666.666666666667
14007,2,9.0,4,25000.0,0.0,0.0,0.0
14008,2,9.0,3,23000.0,60.0,20376.923076923078,8573.214285714286
14009,1,9.0,4,38000.0,22.0,5170.0,1050.0
14010,2,9.0,4,65000.0,96.0,4495.454545454545,1400.0
14011,1,3.0,4,37000.0,64.0,11277.777777777777,1116.6666666666667
14012,2,3.0,4,24000.0,1306.0,156040.0,1012.5
14013,2,3.0,4,17000.0,123.0,23865.217391304348,359.2105263157895
14014,2,3.0,4,62000.0,109.0,13725.0,2142.8571428571427
14015,2,7.0,6,15000.0,0.0,0.0,0.0
14016,1,9.0,4,18000.0,225.0,21312.0,1700.0
14017,2,9.0,5,21000.0,21.0,34680.0,4483.333333333333
14018,2,3.0,5,26000.0,0.0,0.0,2300.0
14019,2,3.0,4,58000.0,317.0,67464.0,751.7857142857143
14020,2,9.0,3,28000.0,73.0,10647.619047619048,0.0
14021,2,3.0,4,46000.0,369.0,2624.0,408.3333333333333
14022,1,9.0,4,24000.0,20.0,4172.727272727273,793.75
14023,2,3.0,3,29000.0,115.0,18585.714285714286,5000.0
14024,1,9.0,4,72000.0,102.0,4220.0,0.0
14025,2,9.0,3,36000.0,0.0,0.0,1906.896551724138
14026,2,9.0,3,28000.0,96.0,18925.0,0.0
14027,1,3.0,3,97000.0,1.0,500.0,2575.0
14028,2,3.0,3,29000.0,55.0,11011.111111111111,0.0
14029,1,9.0,3,79000.0,60.0,21447.82608695652,2308.9361702127662
14030,2,9.0,3,14000.0,39.0,5993.333333333333,0.0
14031,2,9.0,3,19000.0,54.0,3665.0,0.0
14032,1,3.0,4,22000.0,0.0,0.0,0.0
14033,1,3.0,3,43000.0,10.0,16444.444444444445,2500.0
14034,1,3.0,3,24000.0,52.0,11669.565217391304,252.7777777777778
14035,2,3.0,4,27000.0,16.0,300.0,6000.0
14036,1,3.0,3,22000.0,66.0,10847.619047619048,0.0
14037,2,3.0,3,47000.0,82.0,10039.130434782608,2612.5
14038,2,9.0,3,68000.0,75.0,11589.473684210527,3272.916666666667
14039,2,3.0,5,40000.0,59.0,44614.28571428572,3267.5
14040,2,9.0,3,70000.0,68.0,6195.238095238095,2828.5714285714284
14041,2,3.0,3,114000.0,28.0,4875.0,10000.0
14042,2,3.0,4,43000.0,29.0,12950.0,1118.918918918919
14043,2,9.0,3,39000.0,48.0,14506.25,2778.2608695652175
14044,1,9.0,4,30000.0,22.0,9581.818181818182,435.978835978836
14045,2,9.0,3,74000.0,95.0,12604.166666666666,853.5714285714286
14046,2,9.0,3,29000.0,77.0,5700.0,2700.0
14047,2,3.0,3,21000.0,164.0,25280.0,599.1228070175439
14048,1,5.0,4,54000.0,43.0,28670.0,447.61904761904765
14049,1,3.0,4,18000.0,28.0,10188.888888888889,3850.0
14050,2,9.0,3,29000.0,50.0,8992.307692307691,3000.0
14051,1,9.0,3,23000.0,8.0,3250.0,745.6140350877193
14052,2,3.0,5,71000.0,43.0,26063.636363636364,2518.181818181818
14053,2,3.0,3,19000.0,28.0,8462.5,1637.5
14054,1,3.0,3,61000.0,0.0,0.0,3637.5
14055,1,9.0,3,25000.0,25.0,9750.0,575.8620689655172
14056,1,9.0,4,26000.0,0.0,0.0,2800.0
14057,2,9.0,3,11000.0,0.0,0.0,1930.0
14058,2,3.0,3,15000.0,0.0,0.0,1000.0
14059,2,9.0,3,34000.0,0.0,0.0,6050.0
14060,1,9.0,4,27000.0,0.0,0.0,1233.3333333333333
14061,1,4.0,6,21000.0,18.0,15700.0,36850.0
14062,2,3.0,3,15000.0,0.0,0.0,250.0
14063,2,3.0,3,22000.0,224.0,11448.0,2091.6666666666665
14064,1,9.0,3,20000.0,98.0,16328.0,7933.75
14065,1,9.0,6,39000.0,0.0,0.0,0.0
14066,2,9.0,4,30000.0,67.0,2468.0,1180.0
14067,1,3.0,5,16000.0,131.0,34708.69565217391,2828.3333333333335
14068,2,9.0,3,18000.0,0.0,0.0,0.0
14069,1,3.0,3,29000.0,28.0,2406.25,19950.0
14070,1,9.0,3,295000.0,111.0,16275.0,2367.5
14071,2,9.0,3,33000.0,97.0,6544.0,793.75
14072,2,9.0,2,25000.0,22.0,17433.333333333332,17300.0
14073,2,3.0,3,153000.0,101.0,4726.086956521739,2411.111111111111
14074,1,9.0,5,17000.0,0.0,0.0,7377.777777777777
14075,2,3.0,4,20000.0,60.0,7225.0,9000.0
14076,1,9.0,4,27000.0,33.0,5109.090909090909,928.5714285714286
14077,1,13.0,4,83000.0,234.0,2149336.0,581.8181818181819
14078,1,9.0,4,63000.0,23.0,1415.3846153846155,6261.11111111111
14079,2,9.0,4,35000.0,0.0,0.0,670.7167832167833
14080,2,9.0,3,115000.0,83.0,9805.263157894737,2791.6666666666665
14081,2,3.0,3,27000.0,0.0,0.0,4147.619047619048
14082,1,3.0,4,19000.0,38.0,12630.76923076923,4363.333333333334
14083,1,3.0,3,36000.0,154.0,14240.0,965.7894736842105
14084,1,4.0,6,72000.0,510.0,85228.0,805.5555555555555
14085,2,9.0,4,29000.0,193.0,10956.0,1857.142857142857
14086,2,3.0,2,22000.0,36.0,8991.666666666666,6050.0
14087,1,9.0,5,27000.0,0.0,0.0,400.0
14088,2,3.0,3,36000.0,19.0,40985.71428571428,1155.5555555555557
14089,1,9.0,3,20000.0,24.0,6400.0,700.0
14090,1,3.0,3,63000.0,64.0,15577.272727272728,0.0
14091,1,3.0,4,58000.0,93.0,15152.0,1400.0
14092,1,3.0,4,20000.0,0.0,0.0,1653.8461538461538
14093,1,4.0,5,50000.0,0.0,0.0,1350.0
14094,2,9.0,3,14000.0,82.0,5917.391304347826,1150.0
14095,1,9.0,4,25000.0,200.0,8412.0,4700.0
14096,1,3.0,4,34000.0,45.0,12140.0,4833.333333333333
14097,1,9.0,3,19000.0,105.0,7854.166666666667,0.0
14098,2,3.0,4,38000.0,0.0,0.0,2457.6923076923076
14099,2,9.0,6,12000.0,0.0,0.0,900.0
14100,1,9.0,4,38000.0,74.0,2191.6666666666665,0.0
14101,1,9.0,3,43000.0,63.0,11852.0,1928.5714285714284
14102,1,3.0,4,19000.0,0.0,0.0,2966.6666666666665
14103,1,3.0,4,49000.0,21.0,3830.769230769231,0.0
14104,1,4.0,6,38000.0,42.0,6709.523809523809,1066.6666666666667
14105,2,3.0,5,25000.0,0.0,0.0,22000.0
14106,1,9.0,3,20000.0,71.0,31566.666666666668,752.6315789473684
14107,1,3.0,3,51000.0,68.0,4708.695652173913,0.0
14108,1,9.0,6,56000.0,4.0,3650.0,0.0
14109,2,3.0,3,38000.0,59.0,10688.888888888889,2960.0
14110,1,9.0,5,26000.0,0.0,0.0,0.0
14111,1,3.0,5,129000.0,0.0,0.0,10180.0
14112,1,9.0,4,27000.0,43.0,2933.3333333333335,1540.0
14113,2,3.0,5,217000.0,0.0,0.0,22000.0
14114,2,9.0,4,16000.0,66.0,5804.761904761905,15000.0
14115,1,3.0,3,29000.0,80.0,9786.95652173913,0.0
14116,2,3.0,4,34000.0,115.0,16141.666666666666,5916.666666666667
14117,2,3.0,3,47000.0,39.0,2033.3333333333333,828.5714285714286
14118,1,9.0,3,13000.0,31.0,8069.2307692307695,0.0
14119,2,9.0,3,197000.0,69.0,8319.047619047618,4700.0
14120,1,9.0,4,55000.0,147.0,6432.0,6408.333333333333
14121,1,3.0,4,38000.0,98.0,22556.521739130436,609.375
14122,2,3.0,3,13000.0,116.0,12229.166666666666,792.7536231884058
14123,2,9.0,4,22000.0,40.0,4775.0,7350.0
14124,1,3.0,3,65000.0,0.0,0.0,1466.6666666666665
14125,2,7.0,4,42000.0,170.0,58200.0,11925.0
14126,2,9.0,4,48000.0,0.0,0.0,3747.3684210526317
14127,2,9.0,3,40000.0,116.0,7269.565217391304,1162.5
14128,2,3.0,5,15000.0,31.0,38511.76470588235,0.0
14129,1,3.0,2,70000.0,58.0,4268.421052631579,13250.0
14130,1,9.0,4,20000.0,172.0,14620.0,2083.3333333333335
14131,2,3.0,3,19000.0,91.0,8550.0,527.7777777777778
14132,1,3.0,4,19000.0,102.0,24036.363636363636,0.0
14133,2,9.0,6,38000.0,1.0,600.0,2020.0
14134,1,3.0,3,95000.0,10.0,1222.2222222222222,0.0
14135,1,13.0,4,17000.0,87.0,28471.428571428572,4754.761904761905
14136,2,3.0,6,24000.0,0.0,0.0,1045.0
14137,2,9.0,4,21000.0,30.0,1818.75,3461.5384615384614
14138,1,3.0,3,67000.0,54.0,17095.454545454544,926.6666666666666
14139,2,9.0,3,20000.0,87.0,9671.42857142857,1300.0
14140,2,9.0,4,40000.0,199.0,37620.0,6891.666666666666
14141,2,9.0,3,44000.0,21.0,10880.0,1000.0
14142,1,9.0,4,42000.0,0.0,0.0,4666.666666666667
14143,2,3.0,3,13000.0,49.0,5200.0,1350.0
14144,1,9.0,4,34000.0,0.0,0.0,2972.2222222222226
14145,1,3.0,4,165000.0,46.0,11753.846153846154,811.9047619047619
14146,2,9.0,3,117000.0,88.0,87509.52380952382,583.125
14147,1,9.0,3,18000.0,63.0,17380.95238095238,0.0
14148,1,9.0,5,14000.0,56.0,5611.111111111111,0.0
14149,1,3.0,4,32000.0,121.0,12104.0,2911.025641025641
14150,1,9.0,4,16000.0,51.0,39836.36363636364,346.2962962962963
14151,1,3.0,4,233000.0,0.0,0.0,8000.0
14152,2,3.0,3,65000.0,62.0,50147.619047619046,2465.3061224489793
14153,2,3.0,3,205000.0,153.0,12476.0,2500.0
14154,1,3.0,3,13000.0,25.0,17477.777777777777,0.0
14155,1,9.0,5,19000.0,20.0,10327.272727272728,3112.4285714285716
14156,1,9.0,4,46000.0,43.0,2042.1052631578948,0.0
14157,2,3.0,5,154000.0,4.0,525.0,1089.887640449438
14158,2,3.0,3,31000.0,15.0,3660.0,4312.5
14159,1,9.0,4,43000.0,24.0,6158.333333333333,580.0
14160,2,9.0,4,23000.0,44.0,4037.5,3333.3333333333335
14161,1,3.0,3,14000.0,73.0,9477.272727272728,3487.5
14162,2,9.0,4,27000.0,122.0,18087.5,5500.0
14163,1,3.0,4,19000.0,33.0,10137.5,566.6666666666666
14164,2,9.0,4,24000.0,129.0,26950.0,2715.833333333333
14165,2,9.0,6,19000.0,74.0,24795.652173913044,3008.823529411765
14166,2,3.0,4,50000.0,80.0,21100.0,3358.333333333333
14167,1,3.0,3,33000.0,55.0,7270.0,1816.6666666666667
14168,2,9.0,4,27000.0,12.0,5250.0,827.2727272727273
14169,2,9.0,4,21000.0,101.0,8988.0,1500.0
14170,2,9.0,3,28000.0,53.0,7387.5,1920.0
14171,2,9.0,3,16000.0,97.0,35308.69565217391,1745.4545454545455
14172,2,3.0,3,31000.0,131.0,33486.95652173913,844.4444444444445
14173,2,9.0,4,203000.0,3.0,3900.0,3266.6666666666665
14174,1,9.0,3,25000.0,41.0,4800.0,1116.6666666666667
14175,1,9.0,4,101000.0,0.0,0.0,4550.0
14176,2,1.0,3,38000.0,0.0,0.0,1824.1379310344828
14177,1,1.0,4,68000.0,31.0,67040.0,3352.1442495126703
14178,2,3.0,3,19000.0,289.0,18088.0,862.8724216959511
14179,2,3.0,4,30000.0,58.0,8775.0,450.0
14180,2,3.0,2,10000.0,121.0,6776.0,0.0
14181,2,4.0,3,166000.0,146.0,30832.0,0.0
14182,1,3.0,3,19000.0,67.0,22265.217391304348,12258.333333333334
14183,2,3.0,3,49000.0,34.0,31472.727272727272,68000.0
14184,2,3.0,5,12000.0,55.0,9322.222222222223,2742.2222222222226
14185,2,9.0,3,71000.0,128.0,17686.956521739132,1367.5675675675675
14186,1,4.0,6,19000.0,0.0,0.0,1580.0
14187,2,9.0,4,22000.0,846.0,25708.0,4500.0
14188,2,9.0,3,34000.0,0.0,0.0,0.0
14189,2,3.0,3,14000.0,49.0,5455.555555555556,1163.6363636363637
14190,1,9.0,3,41000.0,48.0,6061.9047619047615,1175.0
14191,1,3.0,3,18000.0,0.0,0.0,845.4545454545454
14192,2,9.0,6,35000.0,0.0,0.0,0.0
14193,1,9.0,4,75000.0,40.0,31278.260869565216,7310.0
14194,2,9.0,4,42000.0,67.0,11329.166666666666,12000.0
14195,2,7.0,6,43000.0,0.0,0.0,0.0
14196,1,3.0,4,10000.0,9.0,4300.0,1042.1875
14197,1,3.0,3,17000.0,25.0,3325.0,1600.0
14198,1,9.0,3,17000.0,116.0,13878.260869565218,0.0
14199,2,3.0,3,27000.0,0.0,0.0,625.0
14200,2,3.0,4,18000.0,37.0,4134.782608695652,0.0
14201,1,9.0,3,492000.0,89.0,23327.272727272728,2692.3076923076924
14202,2,3.0,5,29000.0,0.0,0.0,2375.0
14203,2,2.0,5,17000.0,0.0,0.0,0.0
14204,1,9.0,6,14000.0,0.0,0.0,3152.5
14205,1,9.0,4,64000.0,213.0,6400.0,4500.0
14206,1,9.0,4,55000.0,0.0,0.0,9250.0
14207,1,3.0,5,29000.0,0.0,0.0,5166.666666666667
14208,2,3.0,3,49000.0,80.0,13263.636363636364,0.0
14209,2,9.0,4,29000.0,36.0,3257.8947368421054,1750.0
14210,1,9.0,3,50000.0,0.0,0.0,1233.3333333333333
14211,1,9.0,3,130000.0,183.0,59444.0,1339.4736842105262
14212,2,9.0,3,19000.0,37.0,4270.588235294118,1510.5263157894738
14213,2,9.0,4,27000.0,41.0,1152.6315789473683,1625.0
14214,2,3.0,4,36000.0,38.0,4309.523809523809,1996.4285714285713
14215,2,9.0,4,67000.0,34.0,2261.1111111111113,2216.6666666666665
14216,2,9.0,3,434000.0,27.0,1216.6666666666667,1762.5
14217,1,3.0,4,26000.0,15.0,3425.0,4340.17094017094
14218,2,3.0,2,163000.0,35.0,5193.333333333333,3127.2727272727275
14219,1,9.0,5,421000.0,0.0,0.0,916.6666666666666
14220,2,3.0,3,148000.0,45.0,8223.076923076924,1408.3333333333333
14221,1,3.0,4,242000.0,101.0,19686.956521739132,1280.952380952381
14222,2,3.0,4,44000.0,165.0,6212.5,0.0
14223,2,9.0,3,39000.0,0.0,0.0,3342.8571428571427
14224,1,3.0,3,59000.0,139.0,29404.166666666668,6500.0
14225,2,9.0,3,39000.0,140.0,16914.285714285714,10000.0
14226,1,9.0,4,73000.0,0.0,0.0,2001.3333333333333
14227,2,3.0,3,124000.0,70.0,6852.173913043478,1662.5
14228,1,9.0,3,28000.0,0.0,0.0,869.5652173913044
14229,2,9.0,2,48000.0,65.0,6247.619047619048,3240.0
14230,2,9.0,5,76000.0,71.0,26179.166666666668,4637.419354838709
14231,2,3.0,4,50000.0,61.0,4525.0,971.4285714285714
14232,2,9.0,6,18000.0,105.0,47416.666666666664,6751.351351351352
14233,2,3.0,4,434000.0,0.0,0.0,9962.5
14234,2,9.0,4,61000.0,0.0,0.0,0.0
14235,1,9.0,3,243000.0,93.0,39800.0,3691.6666666666665
14236,1,3.0,4,40000.0,15.0,53300.0,675.0
14237,2,3.0,3,44000.0,0.0,0.0,347.14285714285717
14238,2,3.0,3,30000.0,100.0,6179.166666666667,1050.0
14239,1,9.0,4,28000.0,0.0,0.0,1655.5555555555557
14240,1,3.0,5,11000.0,46.0,42357.89473684211,408.3333333333333
14241,2,9.0,3,20000.0,91.0,13279.166666666666,4173.333333333333
14242,1,9.0,3,49000.0,8.0,42640.0,0.0
14243,1,9.0,4,89000.0,8.0,1212.5,1944.4444444444443
14244,1,3.0,4,11000.0,98.0,17366.666666666668,5280.0
14245,1,3.0,5,25000.0,146.0,7668.0,0.0
14246,2,9.0,5,56000.0,13.0,2225.0,841.025641025641
14247,1,9.0,4,21000.0,0.0,0.0,0.0
14248,1,3.0,5,29000.0,37.0,6477.777777777777,2500.0
14249,1,9.0,5,45000.0,86.0,2460.0,88.48484848484848
14250,1,13.0,3,29000.0,0.0,0.0,2093.75
14251,2,3.0,4,21000.0,34.0,5318.75,0.0
14252,2,9.0,4,31000.0,0.0,0.0,2412.5
14253,2,3.0,3,46000.0,170.0,9216.666666666666,1536.6666666666667
14254,2,3.0,3,38000.0,30.0,1307.6923076923076,0.0
14255,1,9.0,4,11000.0,43.0,23490.0,0.0
14256,2,9.0,4,20000.0,5.0,16133.333333333334,530.952380952381
14257,2,4.0,5,33000.0,16.0,17260.0,15354.929577464789
14258,1,3.0,4,18000.0,19.0,4662.5,10000.0
14259,2,9.0,4,110000.0,0.0,0.0,1250.0
14260,2,9.0,4,29000.0,244.0,37948.0,1266.6666666666667
14261,2,9.0,3,74000.0,41.0,6131.818181818182,4007.1428571428573
14262,2,3.0,3,23000.0,83.0,15237.5,4900.0
14263,1,9.0,3,13000.0,0.0,0.0,10250.0
14264,2,3.0,4,91000.0,81.0,27717.391304347828,0.0
14265,1,3.0,3,13000.0,43.0,4985.714285714285,9000.0
14266,2,3.0,4,52000.0,6.0,1400.0,8000.0
14267,1,9.0,4,30000.0,244.0,88776.0,12678.571428571428
14268,2,2.0,3,25000.0,0.0,0.0,1066.6666666666667
14269,2,9.0,5,23000.0,66.0,3431.818181818182,2000.0
14270,2,9.0,3,65000.0,0.0,0.0,1666.6666666666667
14271,1,7.0,4,15000.0,27.0,14425.0,0.0
14272,1,9.0,4,120000.0,0.0,0.0,825.0
14273,2,3.0,4,20000.0,34.0,1920.0,0.0
14274,1,9.0,4,17000.0,45.0,10152.380952380952,2629.4117647058824
14275,2,3.0,3,21000.0,84.0,11908.333333333334,832.1428571428571
14276,1,9.0,5,15000.0,104.0,30696.0,1550.0
14277,2,3.0,3,14000.0,72.0,15668.0,2587.5
14278,2,3.0,5,34000.0,63.0,22270.58823529412,1111.111111111111
14279,1,3.0,4,45000.0,9.0,1100.0,5200.0
14280,2,3.0,4,27000.0,10.0,4328.571428571428,10000.0
14281,1,9.0,3,48000.0,24.0,7946.153846153846,0.0
14282,2,9.0,3,82000.0,145.0,39220.833333333336,1060.0
14283,2,9.0,4,25000.0,8.0,10100.0,4552.517361111111
14284,2,3.0,4,36000.0,171.0,53900.0,1042.857142857143
14285,1,3.0,3,24000.0,121.0,205437.5,83820.93023255814
14286,2,3.0,3,23000.0,59.0,12300.0,15925.0
14287,1,4.0,5,26000.0,0.0,0.0,12972.368421052632
14288,2,4.0,5,46000.0,357.0,296008.0,10290.47619047619
14289,1,4.0,6,15000.0,4.0,500.0,2260.8695652173915
14290,1,3.0,3,50000.0,56.0,6613.333333333333,0.0
14291,2,9.0,5,10000.0,3.0,100.0,3202.8846153846152
14292,2,3.0,3,35000.0,0.0,0.0,0.0
14293,2,9.0,3,20000.0,150.0,4556.0,935.7142857142857
14294,2,4.0,6,63000.0,175.0,37548.0,10925.694444444445
14295,2,3.0,4,51000.0,0.0,0.0,666.6666666666666
14296,1,3.0,3,21000.0,11.0,6300.0,9666.666666666666
14297,2,9.0,3,268000.0,17.0,9346.153846153846,0.0
14298,1,3.0,4,27000.0,5.0,1080.0,0.0
14299,2,3.0,4,27000.0,11.0,9912.5,1847.8260869565217
14300,1,9.0,4,54000.0,72.0,16242.857142857143,13000.0
14301,1,9.0,3,42000.0,47.0,6361.111111111111,0.0
14302,1,3.0,3,29000.0,128.0,156116.66666666666,1861.940836940837
14303,2,9.0,3,74000.0,30.0,5523.076923076923,551.3888888888888
14304,1,3.0,4,18000.0,21.0,6612.5,14000.0
14305,2,3.0,4,41000.0,31.0,6953.333333333333,721.6666666666666
14306,1,3.0,3,81000.0,37.0,5090.909090909091,9000.0
14307,2,3.0,5,17000.0,0.0,0.0,1433.3333333333333
14308,2,3.0,4,25000.0,0.0,0.0,0.0
14309,2,3.0,4,20000.0,72.0,19608.695652173912,2939.1304347826085
14310,2,9.0,4,21000.0,22.0,9200.0,834.6153846153846
14311,2,3.0,3,57000.0,173.0,21548.0,0.0
14312,1,9.0,4,43000.0,0.0,0.0,0.0
14313,2,4.0,5,22000.0,118.0,95563.63636363637,1514.5833333333333
14314,1,13.0,6,80000.0,0.0,0.0,0.0
14315,2,9.0,5,16000.0,92.0,25108.333333333332,0.0
14316,1,3.0,5,17000.0,49.0,9026.315789473685,0.0
14317,1,3.0,3,28000.0,33.0,3794.7368421052633,1005.5555555555555
14318,2,3.0,5,17000.0,95.0,5233.333333333333,0.0
14319,2,4.0,5,100000.0,0.0,0.0,5480.555555555556
14320,1,9.0,3,52000.0,64.0,13040.90909090909,1047.2972972972973
14321,2,3.0,3,28000.0,0.0,0.0,0.0
14322,1,3.0,4,27000.0,41.0,16752.380952380954,5433.333333333333
14323,2,3.0,3,19000.0,0.0,0.0,0.0
14324,2,9.0,5,16000.0,0.0,0.0,1140.0
14325,2,9.0,4,12000.0,187.0,26960.0,570.0
14326,2,3.0,5,68000.0,64.0,10195.454545454546,1112.5
14327,2,9.0,4,27000.0,31.0,6100.0,322.3333333333333
14328,2,3.0,3,250000.0,38.0,2893.3333333333335,0.0
14329,1,9.0,5,39000.0,182.0,54159.09090909091,2987.9310344827586
14330,1,3.0,3,18000.0,0.0,0.0,925.0
14331,2,9.0,4,34000.0,47.0,6815.384615384615,4950.0
14332,1,3.0,3,53000.0,0.0,0.0,1620.8333333333333
14333,1,9.0,5,15000.0,0.0,0.0,1166.6666666666667
14334,2,3.0,4,55000.0,0.0,0.0,0.0
14335,1,3.0,4,20000.0,5.0,100.0,1000.0
14336,1,9.0,5,32000.0,0.0,0.0,1593.75
14337,2,3.0,4,40000.0,8.0,666.6666666666666,0.0
14338,2,3.0,3,16000.0,151.0,12752.0,0.0
14339,2,3.0,4,31000.0,19.0,3588.8888888888887,1858.3333333333333
14340,2,9.0,4,35000.0,0.0,0.0,586.1904761904761
14341,1,3.0,6,14000.0,57.0,50204.545454545456,2280.769230769231
14342,2,3.0,4,10000.0,55.0,20973.333333333332,4977.777777777778
14343,2,9.0,4,61000.0,57.0,8600.0,687.5
14344,2,9.0,4,14000.0,457.0,36795.833333333336,3270.0
14345,2,4.0,4,32000.0,108.0,77229.16666666667,1100.0
14346,2,9.0,3,22000.0,117.0,11537.5,620.0
14347,2,9.0,4,44000.0,110.0,26295.833333333332,541.6666666666666
14348,2,3.0,5,19000.0,6.0,2133.3333333333335,7000.0
14349,1,3.0,3,20000.0,131.0,11936.0,0.0
14350,1,9.0,4,20000.0,12.0,3650.0,1694.0
14351,2,9.0,5,15000.0,55.0,17865.217391304348,10912.5
14352,2,3.0,4,62000.0,86.0,17700.0,9875.0
14353,1,9.0,4,18000.0,14.0,11620.0,425.9259259259259
14354,1,9.0,4,40000.0,0.0,0.0,761.9047619047619
14355,1,3.0,4,104000.0,172.0,117248.0,5000.0
14356,1,9.0,4,78000.0,0.0,0.0,2552.3809523809523
14357,2,7.0,4,33000.0,62.0,85077.27272727272,2083.5164835164837
14358,2,7.0,3,51000.0,27.0,16000.0,0.0
14359,2,3.0,4,29000.0,136.0,27995.833333333332,2039.6396396396397
14360,2,9.0,4,43000.0,0.0,0.0,807.6923076923077
14361,2,9.0,4,15000.0,0.0,0.0,0.0
14362,2,9.0,4,78000.0,0.0,0.0,2000.0
14363,2,3.0,5,54000.0,0.0,0.0,0.0
14364,2,3.0,4,23000.0,30.0,8133.333333333333,3477.777777777778
14365,1,9.0,4,37000.0,0.0,0.0,2208.3333333333335
14366,1,3.0,4,37000.0,78.0,13612.5,1116.5639534883721
14367,1,2.0,6,101000.0,13.0,4818.181818181818,1287.5
14368,2,9.0,3,27000.0,79.0,14654.545454545454,0.0
14369,1,9.0,3,48000.0,0.0,0.0,529.5454545454545
14370,1,9.0,3,251000.0,56.0,8100.0,1225.0
14371,2,3.0,5,42000.0,3.0,8550.0,1340.909090909091
14372,2,3.0,4,74000.0,0.0,0.0,2700.0
14373,1,9.0,3,70000.0,39.0,5415.384615384615,1079.3103448275863
14374,1,3.0,5,56000.0,396.0,260033.33333333334,26567.543859649122
14375,1,3.0,3,71000.0,31.0,11200.0,424.44444444444446
14376,2,9.0,4,26000.0,24.0,11830.76923076923,897.8260869565217
14377,1,3.0,4,36000.0,83.0,30359.090909090908,0.0
14378,1,3.0,4,18000.0,0.0,0.0,4758.3050847457625
14379,2,3.0,3,18000.0,24.0,3000.0,1625.0
14380,1,9.0,4,20000.0,36.0,12480.0,1685.3333333333333
14381,2,3.0,4,46000.0,0.0,0.0,4000.0
14382,1,9.0,5,58000.0,1.0,3000.0,0.0
14383,1,9.0,4,53000.0,60.0,16082.608695652174,0.0
14384,1,9.0,4,33000.0,89.0,22644.0,6425.0
14385,1,12.0,5,44000.0,5.0,2325.0,7900.0
14386,1,3.0,3,44000.0,21.0,3566.6666666666665,1033.3333333333333
14387,1,9.0,4,40000.0,24.0,3866.6666666666665,1535.0
14388,1,3.0,3,29000.0,56.0,7821.428571428572,883.3333333333334
14389,1,9.0,4,68000.0,0.0,0.0,0.0
14390,2,3.0,4,100000.0,216.0,15396.0,1933.3333333333333
14391,2,3.0,3,37000.0,50.0,1290.0,0.0
14392,2,9.0,5,13000.0,0.0,0.0,3000.0
14393,1,9.0,3,61000.0,0.0,0.0,1600.0
14394,2,9.0,3,32000.0,49.0,8105.263157894737,2138.8888888888887
14395,2,9.0,3,15000.0,0.0,0.0,6322.395833333333
14396,2,3.0,3,80000.0,64.0,8614.285714285714,1536.3636363636363
14397,1,9.0,4,15000.0,0.0,0.0,1500.0
14398,1,3.0,5,125000.0,35.0,12750.0,2486.274509803922
14399,2,4.0,5,50000.0,53.0,119110.0,30483.68945868946
14400,1,3.0,4,87000.0,16.0,44958.333333333336,125.0
14401,2,3.0,3,19000.0,69.0,6043.478260869565,1282.843137254902
14402,1,9.0,3,28000.0,213.0,15804.347826086956,1924.4152046783627
14403,1,3.0,4,24000.0,29.0,15525.0,2250.0
14404,2,3.0,4,34000.0,204.0,64784.0,3775.0
14405,1,9.0,4,54000.0,21.0,51672.72727272727,4300.0
14406,1,9.0,3,17000.0,62.0,11356.25,1375.0
14407,1,9.0,4,22000.0,4.0,108800.0,264.2857142857143
14408,2,9.0,4,101000.0,0.0,0.0,750.0
14409,2,9.0,4,40000.0,56.0,3800.0,771.4285714285714
14410,1,9.0,3,16000.0,0.0,0.0,1200.0
14411,2,9.0,3,14000.0,87.0,7387.5,1164.2857142857142
14412,2,3.0,3,21000.0,47.0,15982.35294117647,564.2857142857143
14413,2,3.0,5,46000.0,61.0,6133.333333333333,0.0
14414,2,9.0,3,48000.0,0.0,0.0,6000.0
14415,1,3.0,6,25000.0,0.0,0.0,8808.333333333334
14416,2,3.0,4,57000.0,116.0,34983.333333333336,607.4074074074074
14417,2,1.0,3,44000.0,86.0,14212.5,2689.5833333333335
14418,2,9.0,3,31000.0,91.0,12045.833333333334,0.0
14419,1,9.0,4,18000.0,34.0,13350.0,1052.7777777777778
14420,1,3.0,3,14000.0,55.0,75081.81818181818,601.010101010101
14421,1,9.0,4,19000.0,4.0,1750.0,1600.0
14422,2,3.0,4,12000.0,97.0,46673.913043478264,1044.2307692307693
14423,2,9.0,3,10000.0,75.0,18412.5,0.0
14424,1,3.0,4,96000.0,0.0,0.0,1207.4074074074074
14425,2,9.0,4,18000.0,47.0,26355.555555555555,1881.8181818181818
