id,gender,ocp_cd,age,income,kp_txn_count,kp_txn_amt,cd_ex,cc_month_mean,kp_month_mean
1785,1,9.0,4,33000,102.0,22125.0,1850.0,13566.666666666666,88500.0
1786,2,13.0,3,22000,90.0,8250.0,944.4444444444445,6000.0,33000.0
1787,2,3.0,4,51000,241.0,50808.0,5252.272727272727,21016.666666666664,211700.0
1788,1,9.0,4,37000,336.0,13200.0,2700.0,24650.0,41800.0
1789,2,3.0,4,63000,0.0,0.0,9335.29411764706,31740.0,0.0
1790,2,3.0,3,63000,66.0,18805.263157894737,2493.055555555556,24633.333333333332,59550.0
1791,2,3.0,3,47000,92.0,18565.0,1110.4761904761906,28533.333333333336,61883.333333333336
1792,1,9.0,4,16000,0.0,0.0,15000.0,15000.0,0.0
1793,1,3.0,4,25000,0.0,0.0,452.3076923076923,3333.3333333333335,0.0
1794,2,3.0,3,45000,94.0,16695.833333333332,916.6666666666665,3666.6666666666665,66783.33333333333
1795,1,9.0,5,84000,0.0,0.0,2027.8033794162827,15958.333333333332,0.0
1796,2,3.0,4,36000,0.0,0.0,1326.8939393939395,17133.333333333332,0.0
1797,2,9.0,5,16000,0.0,0.0,1466.666666666667,4400.0,0.0
1798,2,3.0,4,40000,52.0,40258.82352941176,514.2857142857143,600.0,114066.66666666667
1799,2,9.0,3,100000,78.0,12690.909090909092,3840.579710144928,17000.0,46533.333333333336
1800,2,9.0,4,11000,51.0,3870.5882352941176,0.0,0.0,10966.666666666666
1801,1,3.0,3,19000,6.0,4640.0,0.0,0.0,5800.0
1802,2,3.0,3,20000,93.0,20114.285714285714,1825.0,24053.333333333332,70400.0
1803,1,9.0,4,66000,52.0,7709.090909090909,1250.2415458937198,16066.666666666668,28266.666666666668
1804,2,3.0,4,19000,141.0,11784.0,443.75,4733.333333333333,49100.0
1805,1,3.0,5,25000,6.0,7600.0,5600.0,5600.0,9500.0
1806,1,7.0,4,36000,26.0,4614.285714285715,483.33333333333337,5950.0,10766.666666666666
1807,1,3.0,5,54000,90.0,15754.545454545454,12035.9375,41716.66666666667,57766.666666666664
1808,1,4.0,6,218000,17.0,47436.36363636363,9620.43010752688,149116.66666666666,86966.66666666667
1809,2,3.0,3,44000,166.0,48754.16666666666,820.0,17766.666666666668,195016.66666666666
1810,1,9.0,4,19000,125.0,12684.0,412.8205128205129,2683.3333333333335,52850.0
1811,2,3.0,3,130000,29.0,67315.38461538461,0.0,0.0,175020.0
1812,1,3.0,3,24000,67.0,4360.0,2819.047619047619,12880.0,14533.333333333334
1813,1,9.0,4,24000,28.0,18200.0,2629.5454545454545,10283.333333333334,39433.333333333336
1814,1,9.0,4,21000,34.0,8320.0,10210.0,22700.0,27733.333333333332
1815,1,3.0,6,27000,2.0,2000.0,1070.5882352941178,5250.0,4000.0
1816,1,3.0,4,42000,48.0,10260.0,1329.5,14983.333333333334,34200.0
1817,2,7.0,5,10000,0.0,0.0,12700.0,33500.0,0.0
1818,2,3.0,3,16000,64.0,5965.0,0.0,0.0,19883.333333333332
1819,1,9.0,4,48000,117.0,35952.0,4044.444444444444,18200.0,149800.0
1820,1,9.0,4,42000,51.0,7283.333333333332,7018.75,33316.666666666664,21850.0
1821,2,1.0,5,11000,0.0,0.0,4833.333333333333,7250.0,0.0
1822,2,9.0,4,33000,49.0,9147.619047619048,0.0,0.0,32016.666666666668
1823,2,9.0,5,16000,0.0,0.0,1783.333333333333,2140.0,0.0
1824,2,3.0,3,37000,64.0,11400.0,975.0,1560.0,38000.0
1825,1,9.0,3,62000,0.0,0.0,1894.4444444444448,6350.0,0.0
1826,2,9.0,4,19000,0.0,0.0,1430.5555555555554,7500.0,0.0
1827,1,4.0,4,114000,79.0,27745.83333333333,1361.1842105263158,48133.333333333336,110983.33333333333
1828,1,9.0,5,21000,0.0,0.0,543.3333333333334,2716.6666666666665,0.0
1829,2,9.0,4,55000,0.0,0.0,793.75,4340.0,0.0
1830,1,9.0,4,20000,6.0,1140.0,233.33333333333331,1400.0,2850.0
1831,1,9.0,6,12000,0.0,0.0,0.0,0.0,0.0
1832,2,3.0,4,20000,36.0,4058.8235294117653,0.0,0.0,11500.0
1833,2,9.0,3,22000,14.0,5110.0,0.0,0.0,8516.666666666666
1834,1,9.0,4,25000,14.0,3183.333333333333,1333.3333333333333,6000.0,9550.0
1835,2,9.0,3,14000,82.0,3466.666666666666,0.0,0.0,13866.666666666666
1836,2,3.0,3,33000,630.0,274680.0,1510.2272727272727,14333.333333333334,1144500.0
1837,2,3.0,5,10000,0.0,0.0,8000.0,8000.0,0.0
1838,1,9.0,5,16000,0.0,0.0,0.0,0.0,0.0
1839,2,3.0,3,31000,0.0,0.0,905.3030303030304,5515.0,0.0
1840,2,4.0,5,30000,87.0,40150.0,3793.088435374149,69800.0,160600.0
1841,2,3.0,3,38000,47.0,4671.428571428572,1435.2941176470588,4066.6666666666665,16350.0
1842,2,3.0,5,35000,70.0,12952.631578947368,4500.0,13500.0,41016.666666666664
1843,1,3.0,5,34000,126.0,7730.434782608696,15600.0,61800.0,29633.333333333332
1844,1,4.0,6,120000,168.0,411892.0,88664.14141414141,443100.0,1716216.6666666667
1845,2,9.0,3,22000,0.0,0.0,1500.0,4500.0,0.0
1846,2,3.0,4,30000,58.0,11665.0,957.9710144927536,6020.0,38883.333333333336
1847,2,9.0,3,21000,0.0,0.0,295.45454545454544,3250.0,0.0
1848,2,3.0,4,40000,0.0,0.0,0.0,0.0,0.0
1849,2,9.0,3,21000,31.0,1066.6666666666667,792.7083333333335,5316.666666666666,3200.0
1850,2,3.0,4,16000,161.0,26772.0,14150.0,14150.0,111550.0
1851,2,9.0,3,14000,105.0,6470.833333333332,2000.0,4000.0,25883.333333333332
1852,1,9.0,4,27000,112.0,6362.5,2750.0,5500.0,25450.0
1853,2,4.0,5,33000,299.0,43956.0,14475.0,14475.0,183150.0
1854,1,3.0,4,59000,53.0,1428.571428571429,0.0,0.0,5000.0
1855,2,3.0,4,36000,85.0,20566.666666666668,0.0,0.0,61700.0
1856,2,9.0,5,30000,116.0,23000.0,5390.208333333334,60241.66666666667,88166.66666666667
1857,1,3.0,2,40000,62.0,5730.0,962.9629629629628,13000.0,19100.0
1858,2,3.0,4,18000,33.0,1056.25,0.0,0.0,2816.6666666666665
1859,1,3.0,4,20000,70.0,8620.833333333334,0.0,0.0,34483.333333333336
1860,2,3.0,5,23000,98.0,76147.82608695653,21150.0,21150.0,291900.0
1861,1,3.0,5,28000,114.0,6740.909090909091,4753.333333333333,19100.0,24716.666666666668
1862,1,9.0,3,151000,174.0,169256.0,71914.28571428571,167800.0,705233.3333333334
1863,2,9.0,4,19000,79.0,5533.333333333332,571.4285714285714,2000.0,19366.666666666668
1864,1,9.0,5,36000,26.0,3370.0,1786.666666666667,5360.0,11233.333333333334
1865,2,9.0,5,33000,68.0,13400.0,2433.333333333333,7300.0,44666.666666666664
1866,2,3.0,4,23000,33.0,6254.545454545455,5870.0,11740.0,17200.0
1867,2,3.0,5,24000,50.0,31395.454545454544,3596.2962962962956,19420.0,115116.66666666667
1868,1,1.0,4,119000,22.0,33941.666666666664,6100.0,6100.0,67883.33333333333
1869,1,3.0,3,16000,28.0,2626.6666666666665,0.0,0.0,6566.666666666667
1870,1,9.0,4,39000,97.0,17739.130434782608,0.0,0.0,68000.0
1871,2,3.0,3,30000,148.0,15584.0,2238.7096774193546,11566.666666666666,64933.333333333336
1872,2,3.0,3,65000,132.0,24045.83333333333,980.0,3675.0,96183.33333333333
1873,2,3.0,3,12000,19.0,2158.333333333333,0.0,0.0,4316.666666666667
1874,2,9.0,3,17000,4.0,850.0,0.0,0.0,1700.0
1875,2,9.0,4,16000,0.0,0.0,500.0,1000.0,0.0
1876,2,3.0,4,26000,233.0,40424.0,15300.0,15300.0,168433.33333333334
1877,2,3.0,5,38000,0.0,0.0,1356.0,5650.0,0.0
1878,1,3.0,3,22000,152.0,9450.0,594.7368421052631,2260.0,37800.0
1879,2,3.0,3,39000,112.0,7041.666666666668,687.5,3666.6666666666665,28166.666666666668
1880,2,3.0,3,24000,18.0,8780.0,0.0,0.0,8780.0
1881,2,9.0,4,59000,124.0,26420.83333333333,3689.3121693121698,26400.0,105683.33333333333
1882,2,3.0,2,30000,54.0,6331.578947368421,2075.0,2075.0,20050.0
1883,1,9.0,3,57000,0.0,0.0,0.0,0.0,0.0
1884,1,9.0,4,62000,0.0,0.0,1533.333333333333,12350.0,0.0
1885,2,9.0,6,325000,27.0,55507.69230769231,50.0,100.0,120266.66666666667
1886,2,3.0,6,20000,0.0,0.0,2781.25,15780.0,0.0
1887,2,9.0,3,66000,88.0,25312.5,1795.6521739130435,20650.0,101250.0
1888,1,9.0,4,207000,171.0,143720.0,5526.690568267268,163133.33333333334,598833.3333333334
1889,2,3.0,3,26000,42.0,3742.857142857143,2071.428571428572,14200.0,13100.0
1890,1,9.0,4,15000,20.0,5278.571428571428,0.0,0.0,14780.0
1891,1,3.0,3,40000,0.0,0.0,1884.0466979075852,70600.0,0.0
1892,1,3.0,3,34000,84.0,34547.82608695652,256.25,4100.0,132433.33333333334
1893,2,3.0,3,174000,63.0,6322.222222222223,892.0,19060.0,22760.0
1894,1,3.0,4,22000,0.0,0.0,2340.0,7800.0,0.0
1895,2,3.0,3,11000,0.0,0.0,1385.2941176470588,9420.0,0.0
1896,2,3.0,5,72000,15.0,3323.0769230769233,6044.444444444444,27200.0,7200.0
1897,2,13.0,4,11000,27.0,1818.75,10000.0,10000.0,4850.0
1898,2,9.0,4,16000,0.0,0.0,0.0,0.0,0.0
1899,1,9.0,3,25000,0.0,0.0,0.0,0.0,0.0
1900,1,3.0,4,38000,55.0,6643.478260869565,2608.333333333333,10846.666666666668,25466.666666666668
1901,2,9.0,3,25000,65.0,8017.647058823531,783.3333333333335,3525.0,27260.0
1902,2,9.0,4,28000,131.0,22161.904761904767,630.2083333333333,5808.333333333333,77566.66666666667
1903,1,3.0,4,28000,0.0,0.0,5750.0,23000.0,0.0
1904,1,3.0,4,74000,42.0,25925.0,400.0,400.0,86416.66666666667
1905,2,9.0,3,14000,60.0,8165.0,1590.0,10600.0,27216.666666666668
1906,1,9.0,3,18000,181.0,27008.0,14275.0,33066.66666666667,112533.33333333333
1907,1,9.0,4,28000,6.0,12725.0,11444.444444444443,70750.0,12725.0
1908,1,3.0,4,52000,24.0,8784.210526315792,2526.6666666666665,12633.333333333334,27816.666666666668
1909,2,3.0,3,35000,57.0,12131.818181818182,753.8461538461537,8166.666666666667,44483.333333333336
1910,2,9.0,4,25000,0.0,0.0,1816.666666666667,7266.666666666667,0.0
1911,1,6.0,3,40000,0.0,0.0,1492.3076923076926,7760.0,0.0
1912,2,3.0,3,25000,61.0,12109.52380952381,400.0,800.0,42383.333333333336
1913,2,4.0,5,20000,8.0,6600.0,0.0,0.0,6600.0
1914,1,9.0,4,20000,43.0,1835.7142857142856,1150.0,1150.0,5140.0
1915,1,3.0,3,84000,36.0,44752.94117647059,477.5,3183.3333333333335,126800.0
1916,2,4.0,4,40000,380.0,387692.0,1706.547619047619,47783.333333333336,1615383.3333333333
1917,1,9.0,4,20000,13.0,2566.6666666666665,388.88888888888886,1400.0,7700.0
1918,2,1.0,6,10000,95.0,9610.0,0.0,0.0,32033.333333333332
1919,1,9.0,4,27000,0.0,0.0,0.0,0.0,0.0
1920,1,9.0,5,31000,0.0,0.0,2093.817204301075,19766.666666666668,0.0
1921,2,9.0,3,39000,48.0,2505.555555555556,24000.0,24000.0,7516.666666666667
1922,1,9.0,4,26000,42.0,8953.846153846154,1300.0,1300.0,29100.0
1923,1,9.0,4,26000,119.0,15760.0,600.0,1200.0,65666.66666666667
1924,1,3.0,3,19000,0.0,0.0,7000.0,14000.0,0.0
1925,2,9.0,3,17000,137.0,7812.0,2463.333333333333,11133.333333333334,32550.0
1926,1,3.0,4,20000,14.0,1166.6666666666667,933.3333333333335,3500.0,3500.0
1927,1,4.0,5,30000,73.0,22380.0,1628.4552845528456,33383.333333333336,93250.0
1928,2,9.0,4,52000,50.0,8482.35294117647,630.7692307692307,2050.0,24033.333333333332
1929,1,9.0,5,38000,0.0,0.0,10000.0,20000.0,0.0
1930,1,3.0,4,132000,0.0,0.0,635.9375,6783.333333333333,0.0
1931,2,9.0,4,17000,307.0,9112.5,357.1428571428572,833.3333333333334,36450.0
1932,1,9.0,4,172000,65.0,54247.368421052626,2650.943396226415,46833.333333333336,171783.33333333334
1933,2,9.0,4,27000,99.0,8927.272727272728,1550.0,3100.0,32733.333333333332
1934,1,3.0,5,94000,31.0,15400.0,6000.0,48000.0,35933.333333333336
1935,1,3.0,3,25000,35.0,7192.857142857143,50.0,200.0,16783.333333333332
1936,2,3.0,3,13000,49.0,5683.333333333332,2433.333333333333,3650.0,17050.0
1937,2,9.0,4,19000,32.0,1878.947368421053,1733.333333333333,4550.0,5950.0
1938,2,3.0,4,27000,26.0,6525.0,895.4545454545455,6233.333333333334,15660.0
1939,2,3.0,5,152000,17.0,8833.333333333334,0.0,0.0,15900.0
1940,1,3.0,4,65000,17.0,29500.0,0.0,0.0,53100.0
1941,1,3.0,4,24000,55.0,9940.0,2570.833333333333,12340.0,33133.333333333336
1942,1,3.0,4,56000,30.0,5740.0,953.125,5083.333333333333,9566.666666666666
1943,1,9.0,4,14000,0.0,0.0,0.0,0.0,0.0
1944,2,3.0,3,12000,168.0,7633.333333333332,0.0,0.0,26716.666666666668
1945,2,3.0,3,22000,66.0,6157.142857142857,6275.0,56000.0,21550.0
1946,2,13.0,6,32000,94.0,71980.0,1647.3118279569892,25533.333333333332,299916.6666666667
1947,2,3.0,5,122000,42.0,14345.0,5563.605051664754,43600.0,47816.666666666664
1948,1,9.0,4,86000,71.0,10166.666666666666,13950.0,20925.0,30500.0
1949,1,3.0,4,30000,415.0,311280.0,7516.666666666668,33433.33333333333,1297000.0
1950,1,2.0,3,18000,27.0,12088.235294117649,1668.235294117647,23633.333333333332,34250.0
1951,2,9.0,3,32000,90.0,6845.833333333332,2300.0,7666.666666666667,27383.333333333332
1952,1,9.0,4,86000,40.0,5135.294117647059,3625.0,9666.666666666666,14550.0
1953,2,9.0,4,75000,46.0,3158.8235294117653,904.7619047619047,3800.0,8950.0
1954,2,9.0,3,29000,99.0,6250.0,1341.8181818181818,12300.0,25000.0
1955,1,3.0,3,13000,0.0,0.0,7000.0,7000.0,0.0
1956,1,9.0,3,29000,75.0,6310.526315789472,9821.428571428572,28500.0,19983.333333333332
1957,1,9.0,4,36000,46.0,9622.222222222224,476.92307692307685,4650.0,28866.666666666668
1958,2,9.0,3,33000,104.0,19329.166666666668,3153.333333333333,15766.666666666666,77316.66666666667
1959,1,3.0,4,32000,81.0,96345.45454545453,12750.0,12750.0,353266.6666666667
1960,2,3.0,3,78000,218.0,20284.0,3350.0,9380.0,84516.66666666667
1961,2,9.0,5,16000,0.0,0.0,0.0,0.0,0.0
1962,1,9.0,3,39000,47.0,10233.333333333334,0.0,0.0,30700.0
1963,2,3.0,5,83000,0.0,0.0,0.0,0.0,0.0
1964,1,9.0,4,20000,189.0,14341.666666666664,5650.0,22600.0,57366.666666666664
1965,2,9.0,4,23000,37.0,3933.333333333334,1262.9629629629628,11040.0,11800.0
1966,2,13.0,5,53000,132.0,38852.17391304348,44637.5,214260.0,148933.33333333334
1967,2,13.0,4,70000,39.0,23716.66666666667,1538.095238095238,5383.333333333333,71150.0
1968,2,2.0,3,77000,110.0,14554.166666666664,948.1481481481482,4320.0,58216.666666666664
1969,1,4.0,4,50000,0.0,0.0,1830.0,6100.0,0.0
1970,1,9.0,4,19000,6.0,1500.0,925.0,5233.333333333333,3000.0
1971,2,9.0,4,45000,144.0,19956.52173913044,3330.555555555556,17450.0,76500.0
1972,1,9.0,3,20000,42.0,2800.0,5275.0,10550.0,7933.333333333333
1973,2,3.0,5,210000,0.0,0.0,0.0,0.0,0.0
1974,1,9.0,4,50000,41.0,12870.588235294117,3038.888888888889,10350.0,36466.666666666664
1975,2,3.0,4,27000,71.0,10512.5,839.0625,17900.0,42050.0
1976,2,3.0,6,55000,36.0,12377.777777777776,1763.013698630137,21450.0,37133.333333333336
1977,2,3.0,3,23000,0.0,0.0,484.375,5166.666666666667,0.0
1978,1,3.0,3,57000,88.0,7134.782608695652,478.3653846153846,9700.0,27350.0
1979,2,9.0,4,16000,70.0,10163.157894736842,0.0,0.0,38620.0
1980,1,3.0,5,46000,14.0,7640.0,3087.5,8233.333333333334,9550.0
1981,1,13.0,3,26000,41.0,3486.666666666666,773.3333333333335,5800.0,8716.666666666666
1982,1,3.0,4,22000,0.0,0.0,1249.2063492063492,6966.666666666666,0.0
1983,1,9.0,4,28000,93.0,20444.0,0.0,0.0,85183.33333333333
1984,1,9.0,3,44000,66.0,13634.782608695652,435.83333333333326,8716.666666666666,52266.666666666664
1985,1,3.0,5,16000,0.0,0.0,2250.0,4500.0,0.0
1986,2,3.0,3,43000,61.0,17090.47619047619,2516.6666666666665,7550.0,59816.666666666664
1987,2,3.0,3,17000,96.0,14729.166666666664,5218.75,20875.0,58916.666666666664
1988,2,9.0,3,56000,40.0,8777.777777777777,2651.851851851852,11933.333333333334,26333.333333333332
1989,2,9.0,3,28000,0.0,0.0,0.0,0.0,0.0
1990,1,4.0,6,209000,4.0,80000.0,5666.666666666668,34000.0,106666.66666666667
1991,2,9.0,4,20000,0.0,0.0,2323.333333333333,5380.0,0.0
1992,2,1.0,2,17000,72.0,9525.0,729.4117647058823,8266.666666666666,31750.0
1993,2,3.0,4,22000,0.0,0.0,0.0,0.0,0.0
1994,2,3.0,5,157000,4.0,1000.0,4355.9375,60760.0,1500.0
1995,1,9.0,3,42000,156.0,24800.0,512.5,1366.6666666666667,103333.33333333333
1996,2,9.0,3,19000,72.0,1282.608695652174,562.5,1125.0,4916.666666666667
1997,2,9.0,3,21000,49.0,4021.052631578948,1056.9444444444443,3733.333333333333,12733.333333333334
1998,2,3.0,4,31000,0.0,0.0,544.4444444444445,8166.666666666667,0.0
1999,1,9.0,4,45000,36.0,4422.222222222223,362.5,3480.0,13266.666666666666
2000,1,9.0,4,22000,63.0,3958.8235294117653,900.0,2700.0,11216.666666666666
2001,1,7.0,3,40000,22.0,16235.714285714286,0.0,0.0,37883.333333333336
2002,2,3.0,3,53000,35.0,17889.473684210527,2294.642857142857,21416.666666666668,56650.0
2003,1,9.0,4,28000,0.0,0.0,1687.5,4441.666666666666,0.0
2004,1,9.0,5,16000,31.0,2192.3076923076924,2650.0,5300.0,5700.0
2005,2,3.0,4,70000,65.0,19369.565217391304,12652.94871794872,109466.66666666666,74250.0
2006,2,3.0,4,14000,93.0,15041.666666666664,2492.4242424242425,11666.666666666666,60166.666666666664
2007,2,3.0,3,24000,22.0,3137.5,0.0,0.0,8366.666666666666
2008,2,3.0,3,26000,66.0,7936.842105263157,1429.3650793650793,5230.0,25133.333333333332
2009,1,9.0,5,63000,167.0,31475.0,387.5,1550.0,125900.0
2010,2,9.0,4,25000,67.0,15734.782608695652,6666.666666666668,20000.0,60316.666666666664
2011,2,3.0,4,34000,45.0,4704.761904761905,1883.333333333333,5650.0,16466.666666666668
2012,2,3.0,4,18000,87.0,7433.333333333332,294.23076923076917,3766.6666666666665,29733.333333333332
2013,1,3.0,4,36000,0.0,0.0,5093.333333333333,19100.0,0.0
2014,1,9.0,4,31000,145.0,11804.0,2961.666666666667,20433.333333333336,49183.333333333336
2015,1,9.0,4,50000,28.0,66376.4705882353,8489.473684210527,26883.333333333332,188066.66666666666
2016,1,3.0,5,91000,37.0,37900.0,646.875,3450.0,98540.0
2017,1,3.0,3,178000,55.0,8481.818181818182,2264.705882352941,6416.666666666667,31100.0
2018,1,3.0,3,18000,0.0,0.0,0.0,0.0,0.0
2019,1,9.0,4,36000,86.0,21866.666666666668,2280.952380952381,11510.0,87466.66666666667
2020,2,9.0,4,22000,45.0,2630.0,0.0,0.0,8766.666666666666
2021,2,4.0,5,62000,117.0,159518.18181818182,36057.142857142855,189300.0,584900.0
2022,1,3.0,3,43000,0.0,0.0,3395.4545454545455,30416.666666666664,0.0
2023,2,3.0,4,25000,0.0,0.0,0.0,0.0,0.0
2024,1,3.0,4,45000,74.0,14080.0,0.0,0.0,46933.333333333336
2025,2,9.0,3,16000,78.0,1582.608695652174,2916.666666666666,5833.333333333333,6066.666666666667
2026,2,3.0,5,33000,59.0,6610.0,896.551724137931,4333.333333333333,22033.333333333332
2027,1,9.0,3,14000,113.0,5457.142857142857,0.0,0.0,19100.0
2028,1,9.0,3,26000,0.0,0.0,1933.333333333333,2900.0,0.0
2029,2,9.0,3,10000,101.0,6347.368421052632,3250.0,6500.0,20100.0
2030,2,4.0,4,15000,17.0,13612.5,790.5172413793103,9866.666666666666,36300.0
2031,1,9.0,3,22000,65.0,3236.3636363636365,4333.333333333333,4333.333333333333,11866.666666666666
2032,2,3.0,5,117000,92.0,37321.739130434784,2672.7272727272725,19600.0,143066.66666666666
2033,2,3.0,5,61000,0.0,0.0,2473.684210526316,18800.0,0.0
2034,2,1.0,4,24000,158.0,11983.333333333336,538.425925925926,14925.0,47933.333333333336
2035,2,9.0,3,14000,64.0,1582.608695652174,0.0,0.0,6066.666666666667
2036,2,3.0,3,24000,32.0,6835.2941176470595,769.7674418604653,5516.666666666667,19366.666666666668
2037,2,3.0,3,12000,62.0,720.0,4000.0,4000.0,3000.0
2038,2,3.0,3,47000,131.0,25295.454545454544,10000.0,26666.666666666668,92750.0
2039,2,9.0,3,38000,0.0,0.0,663.3333333333334,3316.6666666666665,0.0
2040,2,9.0,4,17000,0.0,0.0,500.0,1000.0,0.0
2041,1,9.0,4,64000,36.0,14966.666666666664,0.0,0.0,44900.0
2042,2,9.0,3,28000,63.0,11804.545454545454,4925.0,19700.0,43283.333333333336
2043,1,3.0,5,339000,53.0,33315.78947368421,3017.708333333333,48283.333333333336,126600.0
2044,1,12.0,4,51000,82.0,20547.82608695652,11635.483870967742,60116.666666666664,78766.66666666667
2045,1,9.0,4,17000,21.0,7011.11111111111,1018.4782608695652,7116.666666666667,10516.666666666666
2046,1,9.0,3,30000,22.0,2606.6666666666665,1662.5,2660.0,6516.666666666667
2047,2,3.0,5,26000,132.0,11960.0,800.0,1066.6666666666667,49833.333333333336
2048,1,3.0,4,81000,94.0,37132.0,2750.0,5500.0,154716.66666666666
2049,1,3.0,3,65000,172.0,35656.0,1041.8032786885246,21183.333333333332,148566.66666666666
2050,1,9.0,4,33000,15.0,1987.5,0.0,0.0,3180.0
2051,1,3.0,3,93000,55.0,8900.0,0.0,0.0,35600.0
2052,2,3.0,4,22000,52.0,9257.142857142857,6000.0,6000.0,32400.0
2053,1,9.0,5,41000,12.0,3760.0,6744.444444444444,15175.0,6266.666666666667
2054,1,3.0,5,18000,20.0,10100.0,933.3333333333335,2800.0,12120.0
2055,2,3.0,3,79000,71.0,32304.545454545456,1056.060606060606,7040.0,118450.0
2056,2,9.0,4,37000,116.0,12016.0,0.0,0.0,50066.666666666664
2057,1,3.0,4,149000,176.0,42183.333333333336,928.1560750237128,32833.333333333336,168733.33333333334
2058,2,3.0,2,10000,81.0,3231.578947368421,983.3333333333335,5900.0,10233.333333333334
2059,2,9.0,5,30000,0.0,0.0,500.0,1333.3333333333333,0.0
2060,1,3.0,3,34000,111.0,16276.0,700.0,3150.0,67816.66666666667
2061,2,3.0,4,97000,40.0,10680.0,2318.181818181818,12750.0,32040.0
2062,2,3.0,5,13000,0.0,0.0,5666.666666666668,17000.0,0.0
2063,1,3.0,4,26000,16.0,8137.5,4500.0,10180.0,16275.0
2064,2,3.0,4,87000,103.0,94504.34782608696,0.0,0.0,362266.6666666667
2065,1,3.0,3,43000,46.0,13271.428571428569,11266.666666666664,43400.0,30966.666666666668
2066,2,3.0,3,25000,47.0,8416.666666666666,0.0,0.0,25250.0
2067,2,9.0,4,89000,0.0,0.0,100.0,200.0,0.0
2068,2,3.0,3,36000,110.0,11541.666666666664,1380.1915322580646,14566.666666666668,46166.666666666664
2069,1,9.0,4,26000,28.0,6184.615384615385,288.8888888888889,1950.0,16080.0
2070,2,5.0,4,18000,551.0,163196.0,4446.153846153846,48166.666666666664,679983.3333333334
2071,2,3.0,4,66000,145.0,53700.0,961.7647058823527,16515.0,214800.0
2072,1,9.0,2,33000,48.0,22729.411764705877,385.18518518518516,10400.0,64400.0
2073,2,9.0,4,29000,0.0,0.0,0.0,0.0,0.0
2074,1,9.0,3,25000,36.0,2841.1764705882347,1275.0,3400.0,8050.0
2075,1,9.0,5,17000,0.0,0.0,0.0,0.0,0.0
2076,2,9.0,4,49000,344.0,402156.0,2500.0,6666.666666666667,1675650.0
2077,2,9.0,4,26000,59.0,8921.052631578947,1338.095238095238,4683.333333333333,28250.0
2078,2,3.0,4,13000,0.0,0.0,1250.0,5000.0,0.0
2079,2,9.0,4,16000,47.0,923.809523809524,0.0,0.0,3233.3333333333335
2080,1,3.0,4,24000,78.0,8590.90909090909,4047.348484848485,20183.333333333332,31500.0
2081,1,3.0,4,185000,43.0,29645.454545454544,115.15151515151514,633.3333333333334,108700.0
2082,1,9.0,4,323000,76.0,54209.09090909091,7261.481481481482,50563.33333333333,198766.66666666666
2083,1,9.0,3,22000,0.0,0.0,5516.666666666668,16550.0,0.0
2084,2,3.0,4,69000,65.0,7700.0,2351.9841269841268,16675.0,25666.666666666668
2085,1,9.0,4,34000,0.0,0.0,475.0,3325.0,0.0
2086,2,9.0,3,24000,132.0,15116.666666666664,2077.2093023255816,10958.333333333332,60466.666666666664
2087,2,9.0,3,71000,0.0,0.0,1475.0,5900.0,0.0
2088,1,3.0,3,37000,50.0,10261.53846153846,0.0,0.0,44466.666666666664
2089,2,9.0,3,19000,193.0,30500.0,2297.222222222222,9966.666666666666,127083.33333333333
2090,2,3.0,3,12000,68.0,6600.0,2333.333333333333,3500.0,25300.0
2091,2,9.0,4,14000,95.0,7266.666666666668,0.0,0.0,29066.666666666668
2092,2,3.0,4,47000,18.0,47737.5,2188.333333333333,29750.0,76380.0
2093,2,3.0,3,22000,63.0,9678.947368421052,33.333333333333336,100.0,30650.0
2094,1,9.0,5,23000,0.0,0.0,2454.166666666667,6066.666666666667,0.0
2095,2,3.0,4,33000,445.0,79056.0,2625.0,10500.0,329400.0
2096,1,9.0,5,211000,141.0,119645.83333333331,0.0,0.0,478583.3333333333
2097,1,3.0,3,19000,36.0,2621.428571428572,0.0,0.0,6116.666666666667
2098,2,9.0,4,14000,30.0,2681.25,1232.4324324324325,7600.0,7150.0
2099,1,3.0,3,48000,53.0,16425.0,1200.0,3000.0,32850.0
2100,1,9.0,3,22000,42.0,14905.555555555557,885.5072463768116,10183.333333333334,44716.666666666664
2101,1,9.0,3,13000,0.0,0.0,3050.0,3050.0,0.0
2102,1,9.0,5,16000,0.0,0.0,1000.0,1000.0,0.0
2103,2,9.0,3,19000,81.0,8083.333333333332,809.0909090909091,4450.0,32333.333333333332
2104,1,3.0,3,13000,0.0,0.0,8800.0,26400.0,0.0
2105,2,9.0,3,42000,0.0,0.0,0.0,0.0,0.0
2106,1,9.0,4,33000,94.0,11121.739130434782,3230.357142857143,7175.0,42633.333333333336
2107,1,9.0,4,16000,52.0,4729.411764705882,381.8181818181818,5600.0,13400.0
2108,1,9.0,4,23000,60.0,6705.263157894738,1166.6666666666667,1400.0,21233.333333333332
2109,2,3.0,5,13000,0.0,0.0,250.0,500.0,0.0
2110,1,3.0,3,20000,58.0,3963.636363636364,4300.0,7740.0,14533.333333333334
2111,2,3.0,3,42000,39.0,15140.0,481.8181818181818,3533.3333333333335,30280.0
2112,2,3.0,3,43000,139.0,25376.0,825.0,4400.0,105733.33333333333
2113,1,9.0,4,25000,0.0,0.0,1166.6666666666667,2333.3333333333335,0.0
