id,gender,ocp_cd,age,income,kp_txn_count,kp_txn_amt,cd_ex,cc_month_mean,kp_month_mean,overall
13277,1,3.0,4,25000,33.0,173600.0,46900.0,11725.0,28933.33333333333,220500.0
13278,2,3.0,3,18000,29.0,155000.0,32500.0,5416.666666666667,31000.0,187500.0
13279,1,3.0,4,278000,51.0,88200.0,34700.0,6940.0,14700.0,122900.0
13280,2,3.0,4,42000,20.0,84000.0,6000.0,2000.0,16800.0,90000.0
13281,1,9.0,5,57000,7.0,84700.0,0.0,0.0,21175.0,84700.0
13282,2,9.0,3,38000,51.0,404900.0,57000.0,11400.0,67483.33333333331,461900.0
13283,2,3.0,4,67000,132.0,468700.0,66500.0,11083.333333333336,78116.66666666669,535200.0
13284,2,3.0,3,28000,104.0,376200.0,101700.0,16950.0,62700.0,477900.0
13285,2,9.0,3,101000,0.0,0.0,209800.0,34966.666666666664,0.0,209800.0
13286,2,3.0,3,47000,3.0,2100.0,0.0,0.0,1050.0,2100.0
13287,2,3.0,4,29000,2.0,4800.0,2900.0,966.6666666666665,4800.0,7700.0
13288,1,9.0,3,17000,0.0,0.0,0.0,0.0,0.0,0.0
13289,2,9.0,3,56000,70.0,92000.0,21800.0,3633.333333333334,15333.333333333336,113800.0
13290,1,9.0,4,40000,0.0,0.0,20000.0,20000.0,0.0,20000.0
13291,2,3.0,6,22000,63.0,604800.0,0.0,0.0,100800.0,604800.0
13292,1,9.0,3,28000,46.0,30900.0,6900.0,2300.0,5150.0,37800.0
13293,2,9.0,5,17000,37.0,58500.0,0.0,0.0,9750.0,58500.0
13294,1,9.0,4,26000,24.0,84000.0,0.0,0.0,16800.0,84000.0
13295,2,13.0,4,19000,0.0,0.0,16000.0,5333.333333333334,0.0,16000.0
13296,1,3.0,5,21000,0.0,0.0,13800.0,2760.0,0.0,13800.0
13297,2,3.0,3,23000,64.0,110700.0,0.0,0.0,18450.0,110700.0
13298,2,9.0,4,34000,0.0,0.0,52600.0,10158.333333333332,0.0,52600.0
13299,2,9.0,3,22000,70.0,195600.0,15000.0,3533.333333333333,32600.0,210600.0
13300,1,3.0,4,53000,88.0,427400.0,5000.0,1666.666666666667,71233.33333333331,432400.0
13301,2,9.0,4,26000,114.0,94300.0,13000.0,9000.0,15716.666666666664,107300.0
13302,2,3.0,3,51000,77.0,192500.0,55100.0,9183.333333333334,32083.33333333333,247600.0
13303,2,9.0,3,27000,27.0,49500.0,22100.0,3683.333333333334,8250.0,71600.0
13304,2,9.0,4,27000,0.0,0.0,0.0,0.0,0.0,0.0
13305,2,1.0,3,44000,95.0,184400.0,72200.0,12033.333333333336,30733.33333333333,256600.0
13306,1,3.0,4,49000,0.0,0.0,9900.0,1650.0,0.0,9900.0
13307,2,3.0,3,18000,152.0,115000.0,0.0,0.0,19166.666666666668,115000.0
13308,1,9.0,3,14000,60.0,62500.0,7300.0,1825.0,10416.666666666666,69800.0
13309,1,9.0,6,19000,0.0,0.0,0.0,0.0,0.0,0.0
13310,2,3.0,3,16000,14.0,9000.0,21400.0,3566.666666666666,1500.0,30400.0
13311,1,3.0,4,100000,40.0,615300.0,0.0,0.0,102550.0,615300.0
13312,2,3.0,3,70000,77.0,861300.0,0.0,0.0,143550.0,861300.0
13313,1,3.0,4,32000,60.0,172600.0,161500.0,45750.0,28766.66666666667,334100.0
13314,2,9.0,4,17000,23.0,25300.0,0.0,0.0,5060.0,25300.0
13315,2,9.0,4,25000,56.0,199200.0,0.0,0.0,33200.0,199200.0
13316,1,7.0,3,15000,10.0,4400.0,6900.0,1725.0,880.0,11300.0
13317,2,3.0,4,21000,0.0,0.0,28400.0,28400.0,0.0,28400.0
13318,2,9.0,3,29000,89.0,344600.0,0.0,0.0,57433.33333333334,344600.0
13319,2,9.0,3,23000,113.0,263300.0,3300.0,660.0,43883.333333333336,266600.0
13320,2,7.0,3,76000,103.0,114300.0,40600.0,8120.0,19050.0,154900.0
13321,2,3.0,5,37000,0.0,0.0,55400.0,9233.333333333334,0.0,55400.0
13322,1,13.0,4,35000,17.0,76600.0,27200.0,6800.0,12766.666666666664,103800.0
13323,2,9.0,4,13000,111.0,330500.0,0.0,0.0,55083.33333333334,330500.0
13324,2,9.0,5,29000,69.0,529500.0,0.0,0.0,88250.0,529500.0
13325,2,1.0,5,57000,0.0,0.0,29800.0,23960.0,0.0,29800.0
13326,1,3.0,5,145000,14.0,132500.0,90300.0,23300.0,33125.0,222800.0
13327,1,3.0,4,17000,77.0,81500.0,31400.0,5233.333333333333,13583.333333333336,112900.0
13328,1,9.0,5,26000,0.0,0.0,4700.0,2350.0,0.0,4700.0
13329,1,9.0,4,14000,50.0,185100.0,68600.0,15683.333333333332,30850.0,253700.0
13330,2,3.0,3,48000,186.0,1681800.0,92600.0,16500.0,280300.0,1774400.0
13331,1,3.0,3,50000,36.0,180500.0,30100.0,7525.0,60166.66666666666,210600.0
13332,2,4.0,5,28000,40.0,493300.0,3368300.0,561383.3333333333,82216.66666666669,3861600.0
13333,2,3.0,4,46000,44.0,150700.0,36900.0,7380.0,25116.66666666667,187600.0
13334,1,1.0,4,43000,0.0,0.0,20900.0,4180.0,0.0,20900.0
13335,1,7.0,4,21000,18.0,38500.0,0.0,0.0,7700.0,38500.0
13336,2,9.0,3,21000,209.0,270200.0,9500.0,1900.0,45033.33333333334,279700.0
13337,2,3.0,4,78000,7.0,36700.0,0.0,0.0,7340.0,36700.0
13338,1,3.0,5,25000,0.0,0.0,29400.0,6600.0,0.0,29400.0
13339,2,3.0,3,19000,78.0,154800.0,23000.0,5750.0,25800.0,177800.0
13340,1,4.0,3,68000,103.0,2266000.0,0.0,0.0,377666.66666666674,2266000.0
13341,2,3.0,3,16000,69.0,134300.0,37100.0,15933.333333333332,22383.33333333333,171400.0
13342,2,3.0,3,25000,50.0,53400.0,27400.0,4566.666666666667,8900.0,80800.0
13343,2,3.0,4,55000,33.0,113000.0,18100.0,3416.666666666666,18833.33333333333,131100.0
13344,1,3.0,5,31000,0.0,0.0,25500.0,4250.0,0.0,25500.0
13345,1,3.0,3,35000,76.0,239900.0,63100.0,10516.666666666666,39983.333333333336,303000.0
13346,2,9.0,4,21000,84.0,57100.0,22000.0,5016.666666666667,9516.666666666666,79100.0
13347,1,3.0,3,42000,144.0,433200.0,0.0,0.0,72200.0,433200.0
13348,1,9.0,3,37000,80.0,424100.0,38000.0,6333.333333333332,70683.33333333331,462100.0
13349,1,3.0,4,75000,34.0,342300.0,58500.0,9750.0,57050.0,400800.0
13350,1,3.0,4,25000,0.0,0.0,3900.0,780.0,0.0,3900.0
13351,1,4.0,4,100000,0.0,0.0,80400.0,13400.0,0.0,80400.0
13352,2,3.0,4,108000,80.0,124700.0,129900.0,32475.0,20783.33333333333,254600.0
13353,2,9.0,5,10000,64.0,141700.0,9900.0,3300.0,23616.66666666667,151600.0
13354,2,3.0,4,30000,15.0,31300.0,29200.0,4866.666666666667,6260.0,60500.0
13355,2,9.0,3,16000,31.0,422300.0,52900.0,8816.666666666666,70383.33333333331,475200.0
13356,1,3.0,4,39000,16.0,244500.0,70300.0,14060.0,48900.0,314800.0
13357,2,9.0,3,23000,0.0,0.0,14100.0,2350.0,0.0,14100.0
13358,2,3.0,4,17000,0.0,0.0,20400.0,4066.666666666667,0.0,20400.0
13359,2,3.0,4,346000,100.0,980400.0,56700.0,9450.0,163400.0,1037100.0
13360,1,9.0,5,14000,0.0,0.0,0.0,0.0,0.0,0.0
13361,1,3.0,3,21000,12.0,12400.0,8300.0,4150.0,6200.0,20700.0
13362,2,9.0,5,19000,0.0,0.0,16000.0,5333.333333333333,0.0,16000.0
13363,2,9.0,3,48000,143.0,379700.0,100100.0,17266.666666666668,63283.33333333334,479800.0
13364,2,3.0,4,18000,31.0,37500.0,6000.0,2000.0,6250.0,43500.0
13365,1,3.0,3,39000,0.0,0.0,52300.0,10460.0,0.0,52300.0
13366,1,3.0,5,170000,2.0,500.0,38200.0,9550.0,250.0,38700.0
13367,2,3.0,4,47000,15.0,24100.0,56900.0,11908.333333333332,24100.0,81000.0
13368,1,9.0,3,40000,43.0,170600.0,17200.0,5733.333333333332,28433.33333333333,187800.0
13369,2,9.0,3,15000,50.0,80500.0,13600.0,3400.0,13416.666666666664,94100.0
13370,2,9.0,3,18000,107.0,116900.0,33900.0,9375.0,19483.33333333333,150800.0
13371,1,9.0,5,317000,0.0,0.0,7000.0,7000.0,0.0,7000.0
13372,2,3.0,4,70000,75.0,472400.0,92700.0,15450.0,78733.33333333331,565100.0
13373,2,3.0,6,53000,23.0,227400.0,265800.0,44300.0,37900.0,493200.0
13374,2,9.0,5,30000,10.0,46600.0,32300.0,5383.333333333333,7766.666666666668,78900.0
13375,1,9.0,4,24000,66.0,16300.0,43000.0,14333.333333333336,3260.0,59300.0
13376,2,9.0,3,29000,22.0,38600.0,28100.0,9366.666666666666,6433.333333333332,66700.0
13377,1,6.0,3,26000,113.0,782300.0,5200.0,5200.0,130383.33333333331,787500.0
13378,2,3.0,4,37000,107.0,657100.0,22400.0,3733.333333333334,109516.66666666669,679500.0
13379,2,3.0,3,25000,0.0,0.0,0.0,0.0,0.0,0.0
13380,2,3.0,4,36000,16.0,23800.0,3600.0,3600.0,3966.666666666666,27400.0
13381,2,9.0,3,16000,0.0,0.0,0.0,0.0,0.0,0.0
13382,1,3.0,5,16000,0.0,0.0,14000.0,2800.0,0.0,14000.0
13383,1,9.0,5,112000,0.0,0.0,110900.0,22316.66666666667,0.0,110900.0
13384,1,3.0,4,41000,13.0,41200.0,0.0,0.0,8240.0,41200.0
13385,2,9.0,3,57000,0.0,0.0,15300.0,7650.0,0.0,15300.0
13386,2,3.0,4,65000,118.0,712800.0,87000.0,48650.0,118800.0,799800.0
13387,2,9.0,3,30000,82.0,368400.0,155100.0,41775.0,61400.0,523500.0
13388,1,3.0,6,39000,87.0,1168700.0,8200.0,8200.0,194783.3333333333,1176900.0
13389,2,4.0,6,28000,14.0,21600.0,98000.0,16333.333333333336,21600.0,119600.0
13390,1,3.0,4,56000,0.0,0.0,8000.0,2666.6666666666665,0.0,8000.0
13391,1,9.0,4,22000,0.0,0.0,32500.0,5416.666666666667,0.0,32500.0
13392,2,9.0,4,22000,15.0,27600.0,0.0,0.0,4600.0,27600.0
13393,2,9.0,3,21000,0.0,0.0,23000.0,5916.666666666666,0.0,23000.0
13394,2,3.0,3,33000,18.0,25900.0,0.0,0.0,4316.666666666667,25900.0
13395,2,3.0,5,30000,126.0,248300.0,80500.0,18033.33333333333,41383.333333333336,328800.0
13396,1,3.0,4,28000,19.0,69200.0,57000.0,9500.0,11533.333333333336,126200.0
13397,1,3.0,4,88000,101.0,528300.0,21000.0,11025.0,88050.0,549300.0
13398,2,3.0,3,26000,0.0,0.0,57600.0,14400.0,0.0,57600.0
13399,1,9.0,4,31000,10.0,45800.0,5000.0,5000.0,15266.666666666664,50800.0
13400,2,3.0,4,25000,116.0,154900.0,19200.0,6685.0,25816.66666666667,174100.0
13401,2,3.0,3,28000,55.0,198300.0,7000.0,1750.0,33050.0,205300.0
13402,2,3.0,5,51000,0.0,0.0,113100.0,28275.0,0.0,113100.0
13403,2,9.0,4,72000,283.0,6958900.0,32600.0,6520.0,1159816.666666667,6991500.0
13404,1,9.0,5,13000,0.0,0.0,5100.0,1275.0,0.0,5100.0
13405,1,9.0,3,18000,70.0,162200.0,13400.0,2680.0,27033.33333333333,175600.0
13406,2,3.0,3,14000,0.0,0.0,4000.0,4000.0,0.0,4000.0
13407,1,3.0,6,110000,44.0,429500.0,214500.0,60550.0,71583.33333333331,644000.0
13408,2,2.0,3,78000,50.0,470500.0,0.0,0.0,78416.66666666669,470500.0
13409,2,3.0,5,48000,0.0,0.0,3900.0,650.0,0.0,3900.0
13410,1,12.0,3,30000,54.0,368500.0,117500.0,19583.33333333333,61416.66666666666,486000.0
13411,1,3.0,4,168000,1.0,45800.0,0.0,0.0,45800.0,45800.0
13412,2,3.0,3,49000,86.0,361200.0,35400.0,12390.0,60200.0,396600.0
13413,2,9.0,3,46000,96.0,299700.0,9800.0,4900.0,49950.0,309500.0
13414,2,1.0,3,19000,84.0,136900.0,62100.0,10350.0,22816.66666666667,199000.0
13415,1,3.0,5,18000,0.0,0.0,2400.0,600.0,0.0,2400.0
13416,2,9.0,3,46000,87.0,224000.0,78700.0,13116.666666666664,37333.333333333336,302700.0
13417,2,3.0,5,345000,34.0,144100.0,17700.0,8850.0,24016.66666666667,161800.0
13418,2,3.0,5,100000,41.0,408700.0,169400.0,38250.0,68116.66666666669,578100.0
13419,2,9.0,3,23000,11.0,47800.0,32800.0,6560.0,7966.666666666668,80600.0
13420,2,9.0,3,18000,82.0,81100.0,2500.0,2500.0,13516.666666666664,83600.0
13421,2,9.0,3,25000,92.0,98300.0,23800.0,11900.0,16383.333333333336,122100.0
13422,1,3.0,3,42000,60.0,183900.0,0.0,0.0,30650.0,183900.0
13423,1,3.0,4,22000,0.0,0.0,4600.0,920.0,0.0,4600.0
13424,1,3.0,4,14000,9.0,156000.0,3000.0,3000.0,78000.0,159000.0
13425,1,9.0,4,14000,0.0,0.0,0.0,0.0,0.0,0.0
13426,2,3.0,4,14000,0.0,0.0,0.0,0.0,0.0,0.0
13427,2,3.0,4,43000,121.0,655900.0,39200.0,9800.0,109316.66666666669,695100.0
13428,1,9.0,4,21000,0.0,0.0,23500.0,8750.0,0.0,23500.0
13429,2,3.0,3,27000,32.0,57000.0,0.0,0.0,9500.0,57000.0
13430,1,3.0,3,77000,37.0,476500.0,285300.0,47550.0,79416.66666666669,761800.0
13431,2,7.0,5,110000,36.0,608500.0,2600.0,2600.0,101416.66666666669,611100.0
13432,2,3.0,3,33000,149.0,364700.0,21900.0,8380.0,60783.33333333334,386600.0
13433,1,9.0,4,41000,0.0,0.0,39000.0,19500.0,0.0,39000.0
13434,1,9.0,4,28000,0.0,0.0,0.0,0.0,0.0,0.0
13435,2,3.0,5,281000,73.0,499300.0,59800.0,9966.666666666666,83216.66666666669,559100.0
13436,2,3.0,5,19000,110.0,81800.0,27000.0,7800.0,13633.333333333336,108800.0
13437,1,3.0,3,96000,63.0,492800.0,46800.0,9360.0,82133.33333333331,539600.0
13438,2,3.0,3,45000,0.0,0.0,15500.0,5166.666666666667,0.0,15500.0
13439,2,9.0,5,23000,46.0,107600.0,16400.0,4100.0,17933.333333333332,124000.0
13440,2,3.0,4,32000,166.0,334300.0,29300.0,7325.0,55716.66666666666,363600.0
13441,1,3.0,6,65000,22.0,103900.0,41100.0,7933.333333333334,17316.666666666668,145000.0
13442,1,3.0,4,24000,35.0,97700.0,11000.0,3666.666666666666,16283.333333333336,108700.0
13443,2,3.0,4,19000,82.0,152100.0,40000.0,18666.666666666668,25350.0,192100.0
13444,1,9.0,4,23000,39.0,106200.0,7500.0,1875.0,17700.0,113700.0
13445,2,3.0,5,35000,160.0,475500.0,46000.0,7666.666666666668,79250.0,521500.0
13446,2,9.0,3,62000,43.0,208700.0,87600.0,21850.0,34783.333333333336,296300.0
13447,1,9.0,5,124000,66.0,613300.0,29600.0,4933.333333333333,102216.66666666669,642900.0
13448,1,3.0,3,27000,51.0,276100.0,11800.0,11800.0,46016.66666666666,287900.0
13449,1,3.0,4,26000,193.0,757600.0,0.0,0.0,126266.66666666669,757600.0
13450,2,9.0,4,51000,10.0,10100.0,0.0,0.0,2525.0,10100.0
13451,2,9.0,3,35000,34.0,164300.0,4600.0,1150.0,27383.33333333333,168900.0
13452,1,3.0,6,14000,0.0,0.0,8000.0,8000.0,0.0,8000.0
13453,1,9.0,4,24000,0.0,0.0,3000.0,3000.0,0.0,3000.0
13454,1,9.0,5,57000,78.0,451900.0,39400.0,7106.666666666666,75316.66666666669,491300.0
13455,1,3.0,4,12000,0.0,0.0,0.0,0.0,0.0,0.0
13456,1,9.0,4,18000,52.0,132900.0,3400.0,3400.0,22150.0,136300.0
13457,2,9.0,4,34000,136.0,170900.0,77800.0,16850.0,28483.33333333333,248700.0
13458,1,7.0,4,74000,80.0,589000.0,1646800.0,274466.6666666666,98166.66666666669,2235800.0
13459,2,9.0,3,59000,20.0,89700.0,117700.0,19616.666666666668,29900.0,207400.0
13460,2,3.0,3,14000,4.0,1600.0,0.0,0.0,1600.0,1600.0
13461,2,9.0,4,16000,0.0,0.0,33500.0,11166.666666666664,0.0,33500.0
13462,1,3.0,3,29000,1.0,100.0,8400.0,2100.0,100.0,8500.0
13463,1,9.0,4,244000,35.0,242000.0,8000.0,4000.0,48400.0,250000.0
13464,2,9.0,4,17000,0.0,0.0,7500.0,1250.0,0.0,7500.0
13465,2,3.0,3,12000,217.0,212300.0,9000.0,9000.0,42460.0,221300.0
13466,1,9.0,4,14000,33.0,16500.0,4000.0,666.6666666666666,2750.0,20500.0
13467,1,9.0,3,23000,30.0,73100.0,0.0,0.0,12183.333333333336,73100.0
13468,1,13.0,5,47000,0.0,0.0,40500.0,40500.0,0.0,40500.0
13469,1,9.0,4,17000,0.0,0.0,5000.0,1666.666666666667,0.0,5000.0
13470,2,9.0,4,38000,108.0,151900.0,6500.0,2166.6666666666665,25316.66666666667,158400.0
13471,2,3.0,3,12000,83.0,59600.0,0.0,0.0,9933.333333333334,59600.0
13472,2,9.0,3,19000,0.0,0.0,30800.0,10266.666666666666,0.0,30800.0
13473,1,9.0,6,11000,0.0,0.0,19300.0,19300.0,0.0,19300.0
13474,1,9.0,3,26000,63.0,195200.0,36500.0,9125.0,32533.33333333333,231700.0
13475,2,3.0,6,35000,182.0,878600.0,135300.0,27670.0,146433.33333333337,1013900.0
13476,1,3.0,4,39000,3.0,8200.0,110300.0,21908.33333333333,8200.0,118500.0
13477,1,3.0,4,46000,64.0,174600.0,32800.0,6550.0,29100.0,207400.0
13478,2,3.0,3,52000,255.0,392900.0,28900.0,7125.0,65483.33333333334,421800.0
13479,2,3.0,5,23000,50.0,200000.0,17100.0,3420.0,33333.333333333336,217100.0
13480,1,3.0,4,47000,80.0,667600.0,78300.0,15660.0,111266.66666666669,745900.0
13481,1,9.0,3,22000,29.0,54100.0,18000.0,3600.0,9016.666666666666,72100.0
13482,2,9.0,4,24000,0.0,0.0,0.0,0.0,0.0,0.0
13483,2,3.0,4,15000,55.0,201200.0,60600.0,10100.0,33533.333333333336,261800.0
13484,1,3.0,3,28000,0.0,0.0,106100.0,27716.666666666664,0.0,106100.0
13485,1,3.0,4,21000,109.0,302900.0,1600.0,266.6666666666667,50483.33333333334,304500.0
13486,1,3.0,3,23000,0.0,0.0,0.0,0.0,0.0,0.0
13487,2,3.0,3,13000,3.0,1100.0,3500.0,3500.0,1100.0,4600.0
13488,2,3.0,4,42000,90.0,318600.0,0.0,0.0,53100.0,318600.0
13489,1,3.0,2,29000,106.0,136500.0,79200.0,13200.0,22750.0,215700.0
13490,2,9.0,4,27000,256.0,143600.0,20200.0,7983.333333333332,23933.33333333333,163800.0
13491,2,3.0,4,38000,143.0,654600.0,121200.0,26626.666666666664,109100.0,775800.0
13492,2,4.0,4,119000,0.0,0.0,0.0,0.0,0.0,0.0
13493,2,3.0,3,14000,107.0,225000.0,1400.0,1400.0,37500.0,226400.0
13494,2,3.0,4,15000,0.0,0.0,11000.0,11000.0,0.0,11000.0
13495,1,3.0,4,56000,45.0,200900.0,89000.0,17800.0,33483.333333333336,289900.0
13496,1,9.0,4,22000,2.0,200.0,0.0,0.0,100.0,200.0
13497,2,9.0,3,11000,94.0,786500.0,32100.0,5350.0,131083.33333333337,818600.0
13498,1,9.0,3,30000,0.0,0.0,3900.0,780.0,0.0,3900.0
13499,2,3.0,3,59000,66.0,304800.0,40800.0,8160.0,50800.0,345600.0
13500,1,3.0,3,30000,147.0,358300.0,27400.0,6850.0,59716.66666666666,385700.0
13501,1,9.0,5,39000,0.0,0.0,32900.0,6780.0,0.0,32900.0
13502,2,3.0,4,30000,31.0,61700.0,28000.0,5600.0,10283.333333333334,89700.0
13503,2,9.0,5,50000,53.0,154600.0,16500.0,4125.0,25766.66666666667,171100.0
13504,2,9.0,4,21000,56.0,40600.0,11000.0,3070.0,6766.666666666668,51600.0
13505,2,9.0,3,24000,108.0,142500.0,0.0,0.0,23750.0,142500.0
13506,2,3.0,5,60000,36.0,338200.0,90700.0,15116.666666666664,67640.0,428900.0
13507,2,3.0,3,33000,67.0,245900.0,2000.0,2000.0,49180.0,247900.0
13508,2,9.0,4,16000,109.0,93300.0,19900.0,4295.0,15550.0,113200.0
13509,1,3.0,3,22000,11.0,45600.0,32200.0,25400.0,9120.0,77800.0
13510,2,9.0,4,38000,277.0,4572700.0,354600.0,59100.0,762116.6666666665,4927300.0
13511,2,9.0,2,50000,41.0,185500.0,59400.0,12120.0,30916.66666666667,244900.0
13512,1,3.0,4,45000,65.0,137200.0,6100.0,6100.0,22866.66666666667,143300.0
13513,2,3.0,3,22000,32.0,33900.0,11700.0,5850.0,5650.0,45600.0
13514,1,9.0,3,79000,10.0,200.0,0.0,0.0,200.0,200.0
13515,2,3.0,4,20000,14.0,55600.0,57000.0,11400.0,9266.666666666666,112600.0
13516,2,3.0,3,17000,69.0,133200.0,0.0,0.0,22200.0,133200.0
13517,1,9.0,4,32000,34.0,179100.0,170400.0,28400.0,29850.0,349500.0
13518,2,3.0,4,17000,102.0,448100.0,8100.0,2700.0,74683.33333333331,456200.0
13519,1,3.0,4,135000,35.0,563800.0,126700.0,21116.666666666668,112760.0,690500.0
13520,2,9.0,5,22000,2.0,100100.0,0.0,0.0,50050.0,100100.0
13521,2,9.0,3,29000,38.0,265200.0,10600.0,5300.0,44200.0,275800.0
13522,1,9.0,4,65000,0.0,0.0,0.0,0.0,0.0,0.0
13523,2,9.0,5,49000,150.0,1383000.0,75900.0,16500.0,230500.0,1458900.0
13524,1,3.0,3,41000,51.0,156200.0,0.0,0.0,26033.33333333333,156200.0
13525,2,4.0,4,11000,37.0,913000.0,1788700.0,596900.0,152166.66666666663,2701700.0
13526,2,3.0,3,21000,447.0,2575000.0,5000.0,5000.0,429166.66666666674,2580000.0
13527,2,9.0,3,39000,73.0,295200.0,53800.0,17933.333333333332,49200.0,349000.0
13528,2,3.0,3,47000,83.0,190400.0,22400.0,3733.333333333334,31733.33333333333,212800.0
13529,2,3.0,4,15000,0.0,0.0,20400.0,6800.0,0.0,20400.0
13530,2,3.0,5,10000,0.0,0.0,8000.0,8000.0,0.0,8000.0
13531,2,1.0,4,24000,0.0,0.0,5600.0,933.3333333333335,0.0,5600.0
13532,2,3.0,4,31000,161.0,394700.0,113100.0,18850.0,65783.33333333331,507800.0
13533,2,9.0,4,29000,161.0,313700.0,66200.0,17366.666666666668,52283.33333333334,379900.0
13534,2,3.0,4,18000,215.0,145200.0,24800.0,4133.333333333333,24200.0,170000.0
13535,2,3.0,4,20000,36.0,52400.0,2000.0,2000.0,8733.333333333334,54400.0
13536,2,3.0,4,42000,104.0,406600.0,160500.0,70050.0,67766.66666666669,567100.0
13537,2,9.0,3,18000,52.0,49000.0,0.0,0.0,8166.666666666668,49000.0
13538,1,4.0,5,63000,14.0,121400.0,182700.0,64116.66666666668,20233.33333333333,304100.0
13539,2,9.0,3,41000,147.0,1163500.0,64300.0,12860.0,232700.0,1227800.0
13540,2,3.0,5,42000,0.0,0.0,18500.0,3083.333333333333,0.0,18500.0
13541,2,3.0,4,27000,59.0,100300.0,39400.0,12933.333333333336,16716.666666666668,139700.0
13542,1,13.0,4,20000,0.0,0.0,4000.0,4000.0,0.0,4000.0
13543,2,9.0,3,23000,128.0,173100.0,34400.0,5733.333333333332,28850.0,207500.0
13544,2,3.0,4,27000,48.0,209300.0,8400.0,1400.0,34883.333333333336,217700.0
13545,1,9.0,5,47000,181.0,69400.0,1300.0,650.0,11566.666666666664,70700.0
13546,2,9.0,4,24000,44.0,23700.0,2500.0,1250.0,3950.0,26200.0
13547,1,13.0,4,45000,0.0,0.0,44000.0,7333.333333333332,0.0,44000.0
13548,2,3.0,4,35000,100.0,1464000.0,152400.0,25400.0,244000.0,1616400.0
13549,1,9.0,3,22000,55.0,147000.0,3700.0,925.0,24500.0,150700.0
13550,1,9.0,4,68000,15.0,90000.0,0.0,0.0,18000.0,90000.0
13551,1,3.0,4,21000,0.0,0.0,0.0,0.0,0.0,0.0
13552,2,3.0,2,26000,48.0,101600.0,27300.0,27300.0,16933.333333333332,128900.0
13553,2,3.0,3,17000,50.0,43100.0,0.0,0.0,7183.333333333332,43100.0
13554,2,3.0,2,17000,0.0,0.0,17600.0,8800.0,0.0,17600.0
13555,2,9.0,4,53000,0.0,0.0,0.0,0.0,0.0,0.0
13556,1,9.0,3,27000,123.0,447800.0,51000.0,8500.0,74633.33333333331,498800.0
13557,2,9.0,5,35000,36.0,391400.0,52100.0,8683.333333333334,65233.33333333334,443500.0
13558,2,9.0,4,292000,37.0,385000.0,128400.0,21400.0,64166.66666666666,513400.0
13559,1,3.0,4,14000,9.0,19800.0,0.0,0.0,9900.0,19800.0
13560,2,3.0,3,17000,35.0,81800.0,27900.0,7358.333333333332,16360.0,109700.0
13561,1,3.0,3,16000,0.0,0.0,0.0,0.0,0.0,0.0
13562,2,13.0,5,18000,246.0,428300.0,5900.0,1475.0,71383.33333333331,434200.0
13563,2,3.0,3,17000,61.0,222300.0,28500.0,4750.0,37050.0,250800.0
13564,1,9.0,3,25000,0.0,0.0,0.0,0.0,0.0,0.0
13565,1,3.0,3,18000,42.0,50300.0,38800.0,19400.0,8383.333333333334,89100.0
13566,1,9.0,5,27000,3.0,22300.0,0.0,0.0,7433.333333333332,22300.0
13567,1,3.0,3,39000,71.0,662200.0,15400.0,7600.0,110366.66666666669,677600.0
13568,1,3.0,4,19000,0.0,0.0,100.0,100.0,0.0,100.0
13569,1,3.0,3,25000,79.0,187400.0,31000.0,31000.0,31233.33333333333,218400.0
13570,1,3.0,6,20000,17.0,109700.0,0.0,0.0,21940.0,109700.0
13571,1,9.0,5,29000,0.0,0.0,23000.0,5750.0,0.0,23000.0
13572,2,4.0,6,149000,0.0,0.0,353600.0,58933.33333333334,0.0,353600.0
13573,1,9.0,5,71000,36.0,149300.0,41000.0,8416.666666666666,24883.33333333333,190300.0
13574,2,3.0,3,22000,40.0,257700.0,6400.0,1066.6666666666667,42950.0,264100.0
13575,1,9.0,3,190000,110.0,596300.0,124700.0,20783.33333333333,99383.33333333331,721000.0
13576,2,3.0,3,14000,56.0,82500.0,0.0,0.0,13750.0,82500.0
13577,2,9.0,4,20000,32.0,90200.0,6800.0,1360.0,15033.333333333336,97000.0
13578,1,3.0,4,17000,10.0,17800.0,22400.0,4900.0,8900.0,40200.0
13579,1,9.0,4,16000,0.0,0.0,6800.0,1360.0,0.0,6800.0
13580,2,9.0,4,19000,0.0,0.0,32600.0,6520.0,0.0,32600.0
13581,1,9.0,4,10000,1.0,7600.0,0.0,0.0,7600.0,7600.0
13582,1,9.0,4,29000,10.0,24700.0,0.0,0.0,8233.333333333334,24700.0
13583,1,9.0,3,20000,202.0,108400.0,36900.0,6150.0,18066.666666666668,145300.0
13584,1,3.0,3,36000,0.0,0.0,0.0,0.0,0.0,0.0
13585,2,9.0,3,21000,41.0,36000.0,14800.0,2466.6666666666665,6000.0,50800.0
13586,1,3.0,4,23000,101.0,2061600.0,33300.0,5550.0,343600.0,2094900.0
13587,2,9.0,5,19000,0.0,0.0,55500.0,9250.0,0.0,55500.0
13588,1,3.0,5,159000,36.0,489600.0,1400.0,1400.0,81600.0,491000.0
13589,1,3.0,3,18000,197.0,2364100.0,0.0,0.0,394016.66666666674,2364100.0
13590,1,9.0,6,73000,77.0,786200.0,0.0,0.0,131033.33333333331,786200.0
13591,1,9.0,4,21000,137.0,96200.0,19800.0,3960.0,16033.333333333336,116000.0
13592,1,3.0,4,63000,39.0,202600.0,37800.0,16366.666666666668,33766.666666666664,240400.0
