,id,gender,ocp_cd,age,income,cd+kp,kp_txn_count,kp_txn_amt,cd_ex
8424,8425,2,3.0,3,52000.0,961300.0,62.0,931400.0,29900.0
8425,8426,2,3.0,4,18000.0,88600.0,0.0,0.0,88600.0
8426,8427,1,3.0,4,36000.0,73500.0,0.0,0.0,73500.0
8427,8428,1,9.0,3,22000.0,136700.0,26.0,132200.0,4500.0
8428,8429,2,3.0,6,42000.0,752600.0,88.0,724200.0,28400.0
8429,8430,2,9.0,5,16000.0,15500.0,0.0,0.0,15500.0
8430,8431,1,3.0,4,20000.0,17700.0,18.0,11700.0,6000.0
8431,8432,2,7.0,3,21000.0,275700.0,83.0,266900.0,8800.0
8432,8433,2,3.0,3,24000.0,550800.0,316.0,536100.0,14700.0
8433,8434,2,4.0,5,200000.0,24593900.0,444.0,24593900.0,0.0
8434,8435,1,9.0,3,25000.0,195300.0,74.0,185700.0,9600.0
8435,8436,2,9.0,4,49000.0,33400.0,0.0,0.0,33400.0
8436,8437,1,4.0,3,98000.0,2710700.0,140.0,2446200.0,264500.0
8437,8438,1,3.0,3,25000.0,98400.0,30.0,86400.0,12000.0
8438,8439,2,3.0,4,49000.0,1706700.0,175.0,1706700.0,0.0
8439,8440,2,9.0,3,51000.0,161700.0,100.0,161700.0,0.0
8440,8441,1,1.0,6,235000.0,1787200.0,34.0,1243500.0,543700.0
8441,8442,1,9.0,5,19000.0,91900.0,0.0,0.0,91900.0
8442,8443,1,3.0,3,44000.0,148100.0,25.0,143800.0,4300.0
8443,8444,2,9.0,3,42000.0,724800.0,118.0,714800.0,10000.0
8444,8445,2,3.0,3,18000.0,184300.0,94.0,144200.0,40100.0
8445,8446,2,3.0,4,46000.0,143500.0,0.0,0.0,143500.0
8446,8447,1,3.0,3,25000.0,22100.0,0.0,0.0,22100.0
8447,8448,2,1.0,5,21000.0,192700.0,10.0,26000.0,166700.0
8448,8449,1,9.0,3,23000.0,90300.0,99.0,58000.0,32300.0
8449,8450,2,3.0,4,25000.0,262900.0,93.0,262900.0,0.0
8450,8451,1,9.0,6,18000.0,0.0,0.0,0.0,0.0
8451,8452,2,3.0,5,13000.0,9000.0,0.0,0.0,9000.0
8452,8453,2,1.0,4,19000.0,82800.0,12.0,78000.0,4800.0
8453,8454,2,3.0,3,18000.0,28000.0,0.0,0.0,28000.0
8454,8455,2,3.0,3,28000.0,319300.0,63.0,305100.0,14200.0
8455,8456,2,3.0,5,115000.0,158400.0,31.0,111700.0,46700.0
8456,8457,1,3.0,4,34000.0,74300.0,24.0,74300.0,0.0
8457,8458,2,1.0,5,29000.0,233400.0,21.0,91900.0,141500.0
8458,8459,2,5.0,4,65000.0,123000.0,63.0,119400.0,3600.0
8459,8460,1,3.0,4,13000.0,20300.0,4.0,16400.0,3900.0
8460,8461,1,9.0,4,24000.0,172600.0,70.0,129800.0,42800.0
8461,8462,2,9.0,4,16000.0,79600.0,53.0,56300.0,23300.0
8462,8463,1,9.0,3,40000.0,118100.0,9.0,29000.0,89100.0
8463,8464,1,3.0,4,28000.0,358700.0,83.0,332300.0,26400.0
8464,8465,2,3.0,3,17000.0,190000.0,53.0,157600.0,32400.0
8465,8466,1,9.0,4,18000.0,0.0,0.0,0.0,0.0
8466,8467,2,3.0,5,118000.0,928600.0,48.0,877900.0,50700.0
8467,8468,1,3.0,5,83000.0,458300.0,3.0,59900.0,398400.0
8468,8469,1,13.0,5,28000.0,53100.0,0.0,0.0,53100.0
8469,8470,2,7.0,5,59000.0,1084900.0,60.0,741000.0,343900.0
8470,8471,2,4.0,6,185000.0,3062800.0,66.0,2512700.0,550100.0
8471,8472,2,3.0,6,278000.0,181700.0,0.0,0.0,181700.0
8472,8473,1,9.0,3,20000.0,405100.0,113.0,339800.0,65300.0
8473,8474,1,9.0,3,19000.0,3000.0,0.0,0.0,3000.0
8474,8475,2,9.0,4,19000.0,90000.0,45.0,79400.0,10600.0
8475,8476,2,9.0,5,16000.0,11000.0,0.0,0.0,11000.0
8476,8477,2,3.0,5,254000.0,1500.0,0.0,0.0,1500.0
8477,8478,2,3.0,3,24000.0,89200.0,72.0,69200.0,20000.0
8478,8479,1,9.0,4,23000.0,41200.0,30.0,32600.0,8600.0
8479,8480,1,4.0,4,35000.0,248500.0,0.0,0.0,248500.0
8480,8481,1,9.0,3,41000.0,217800.0,59.0,196900.0,20900.0
8481,8482,2,9.0,4,72000.0,461100.0,79.0,397400.0,63700.0
8482,8483,1,9.0,3,35000.0,339600.0,25.0,258900.0,80700.0
8483,8484,1,3.0,5,28000.0,24800.0,0.0,0.0,24800.0
8484,8485,2,9.0,4,69000.0,171200.0,37.0,166200.0,5000.0
8485,8486,1,9.0,4,35000.0,80100.0,0.0,0.0,80100.0
8486,8487,2,9.0,3,29000.0,19700.0,0.0,0.0,19700.0
8487,8488,2,3.0,4,47000.0,218800.0,47.0,181400.0,37400.0
8488,8489,1,3.0,4,10000.0,43300.0,43.0,33300.0,10000.0
8489,8490,2,3.0,4,202000.0,2827400.0,173.0,2763200.0,64200.0
8490,8491,2,3.0,4,23000.0,202600.0,132.0,166900.0,35700.0
8491,8492,1,9.0,3,23000.0,20100.0,2.0,20100.0,0.0
8492,8493,2,9.0,3,51000.0,809300.0,60.0,787100.0,22200.0
8493,8494,1,9.0,3,37000.0,268200.0,91.0,226200.0,42000.0
8494,8495,1,9.0,3,25000.0,2176100.0,326.0,2161900.0,14200.0
8495,8496,1,9.0,4,31000.0,39600.0,0.0,0.0,39600.0
8496,8497,1,3.0,4,79000.0,77800.0,0.0,0.0,77800.0
8497,8498,2,1.0,3,24000.0,147500.0,27.0,105700.0,41800.0
8498,8499,2,9.0,4,25000.0,45000.0,14.0,22300.0,22700.0
8499,8500,2,3.0,3,17000.0,22500.0,0.0,0.0,22500.0
8500,8501,1,3.0,4,17000.0,233500.0,59.0,208000.0,25500.0
8501,8502,1,3.0,4,28000.0,561900.0,94.0,512800.0,49100.0
8502,8503,2,9.0,5,10000.0,6000.0,0.0,0.0,6000.0
8503,8504,2,9.0,3,60000.0,235800.0,94.0,209200.0,26600.0
8504,8505,2,4.0,4,13000.0,1918700.0,268.0,1898900.0,19800.0
8505,8506,2,3.0,3,10000.0,120200.0,31.0,120200.0,0.0
8506,8507,2,9.0,4,21000.0,61100.0,44.0,48600.0,12500.0
8507,8508,2,9.0,4,67000.0,188200.0,60.0,188200.0,0.0
8508,8509,2,3.0,5,58000.0,1412000.0,53.0,1143800.0,268200.0
8509,8510,2,3.0,3,24000.0,401700.0,126.0,349900.0,51800.0
8510,8511,2,3.0,4,36000.0,66300.0,0.0,0.0,66300.0
8511,8512,2,9.0,4,250000.0,252100.0,3.0,6400.0,245700.0
8512,8513,2,9.0,4,20000.0,80200.0,71.0,57600.0,22600.0
8513,8514,2,3.0,4,26000.0,330100.0,78.0,276600.0,53500.0
8514,8515,2,9.0,3,19000.0,142400.0,43.0,96200.0,46200.0
8515,8516,1,13.0,4,42000.0,60800.0,0.0,0.0,60800.0
8516,8517,1,9.0,3,14000.0,9700.0,0.0,0.0,9700.0
8517,8518,1,3.0,4,20000.0,52600.0,47.0,49200.0,3400.0
8518,8519,1,3.0,4,68000.0,1500.0,0.0,0.0,1500.0
8519,8520,1,9.0,3,23000.0,0.0,0.0,0.0,0.0
8520,8521,2,3.0,5,23000.0,17700.0,0.0,0.0,17700.0
8521,8522,1,3.0,3,29000.0,304200.0,33.0,291100.0,13100.0
8522,8523,1,1.0,3,23000.0,8100.0,25.0,8100.0,0.0
8523,8524,2,3.0,3,13000.0,1555300.0,166.0,1532100.0,23200.0
8524,8525,1,9.0,5,34000.0,19000.0,0.0,0.0,19000.0
8525,8526,2,9.0,3,38000.0,217100.0,84.0,161400.0,55700.0
8526,8527,2,9.0,3,16000.0,91100.0,101.0,86100.0,5000.0
8527,8528,2,9.0,3,18000.0,126900.0,52.0,83000.0,43900.0
8528,8529,1,9.0,3,31000.0,567800.0,39.0,565500.0,2300.0
8529,8530,1,3.0,3,86000.0,292200.0,106.0,245200.0,47000.0
8530,8531,1,7.0,3,12000.0,55700.0,13.0,44500.0,11200.0
8531,8532,1,3.0,3,37000.0,235900.0,48.0,230200.0,5700.0
8532,8533,1,3.0,6,17000.0,1041300.0,8.0,286500.0,754800.0
8533,8534,2,3.0,5,23000.0,233400.0,43.0,91900.0,141500.0
8534,8535,1,9.0,4,53000.0,19000.0,0.0,0.0,19000.0
8535,8536,2,13.0,3,33000.0,118800.0,16.0,100100.0,18700.0
8536,8537,2,3.0,4,28000.0,148200.0,13.0,140300.0,7900.0
8537,8538,2,9.0,3,22000.0,464200.0,59.0,367100.0,97100.0
8538,8539,2,9.0,4,32000.0,486700.0,102.0,402900.0,83800.0
8539,8540,2,3.0,4,68000.0,499000.0,90.0,481000.0,18000.0
8540,8541,2,7.0,3,18000.0,97700.0,29.0,64600.0,33100.0
8541,8542,1,9.0,3,18000.0,230800.0,66.0,210500.0,20300.0
8542,8543,1,4.0,5,99000.0,16519000.0,88.0,16329700.0,189300.0
8543,8544,1,7.0,3,78000.0,457400.0,34.0,457400.0,0.0
8544,8545,1,9.0,4,288000.0,1802900.0,41.0,1802900.0,0.0
8545,8546,2,9.0,3,23000.0,157200.0,38.0,98000.0,59200.0
8546,8547,2,3.0,4,22000.0,2043800.0,165.0,2043800.0,0.0
8547,8548,2,9.0,4,14000.0,249100.0,57.0,249100.0,0.0
8548,8549,1,3.0,4,33000.0,126000.0,25.0,59700.0,66300.0
8549,8550,2,9.0,5,17000.0,44700.0,12.0,44700.0,0.0
8550,8551,2,3.0,3,15000.0,910300.0,118.0,849100.0,61200.0
8551,8552,2,3.0,3,12000.0,8000.0,0.0,0.0,8000.0
8552,8553,2,9.0,3,31000.0,15300.0,0.0,0.0,15300.0
8553,8554,1,9.0,3,24000.0,247500.0,140.0,247500.0,0.0
8554,8555,2,1.0,3,12000.0,222800.0,13.0,174100.0,48700.0
8555,8556,1,9.0,3,16000.0,92300.0,66.0,70000.0,22300.0
8556,8557,2,3.0,4,14000.0,211600.0,95.0,165900.0,45700.0
8557,8558,2,9.0,3,22000.0,109200.0,52.0,88800.0,20400.0
8558,8559,1,9.0,5,150000.0,74100.0,0.0,0.0,74100.0
8559,8560,1,3.0,5,252000.0,2885700.0,95.0,2871100.0,14600.0
8560,8561,1,9.0,4,11000.0,30700.0,0.0,0.0,30700.0
8561,8562,2,3.0,3,31000.0,623200.0,197.0,501500.0,121700.0
8562,8563,1,3.0,3,22000.0,74600.0,52.0,66500.0,8100.0
8563,8564,1,9.0,3,21000.0,17000.0,0.0,0.0,17000.0
8564,8565,1,3.0,3,40000.0,40200.0,0.0,0.0,40200.0
8565,8566,2,3.0,4,216000.0,280900.0,26.0,84800.0,196100.0
8566,8567,2,3.0,4,32000.0,91100.0,51.0,58700.0,32400.0
8567,8568,2,9.0,4,23000.0,46300.0,80.0,46300.0,0.0
8568,8569,2,9.0,3,22000.0,3195000.0,127.0,3166600.0,28400.0
8569,8570,2,3.0,3,49000.0,333100.0,28.0,300300.0,32800.0
8570,8571,2,3.0,4,31000.0,177000.0,35.0,177000.0,0.0
8571,8572,2,3.0,6,39000.0,177000.0,36.0,174800.0,2200.0
8572,8573,1,3.0,5,19000.0,0.0,0.0,0.0,0.0
8573,8574,2,3.0,3,30000.0,115300.0,59.0,105600.0,9700.0
8574,8575,2,3.0,5,42000.0,32700.0,9.0,10900.0,21800.0
8575,8576,1,3.0,3,16000.0,40900.0,4.0,16100.0,24800.0
8576,8577,1,9.0,5,23000.0,7800.0,6.0,7800.0,0.0
8577,8578,1,9.0,3,30000.0,236200.0,57.0,202200.0,34000.0
8578,8579,1,9.0,5,37000.0,142600.0,35.0,97400.0,45200.0
8579,8580,2,9.0,4,26000.0,0.0,0.0,0.0,0.0
8580,8581,2,3.0,4,100000.0,913100.0,270.0,714000.0,199100.0
8581,8582,1,4.0,5,50000.0,3786000.0,0.0,0.0,3786000.0
8582,8583,2,4.0,4,166000.0,153100.0,0.0,0.0,153100.0
8583,8584,1,9.0,4,30000.0,94000.0,9.0,15500.0,78500.0
8584,8585,1,9.0,3,21000.0,66800.0,37.0,66800.0,0.0
8585,8586,2,13.0,4,31000.0,676800.0,200.0,551600.0,125200.0
8586,8587,1,9.0,4,30000.0,158500.0,99.0,152200.0,6300.0
8587,8588,2,3.0,2,24000.0,2152700.0,114.0,2152700.0,0.0
8588,8589,2,9.0,3,38000.0,241100.0,93.0,218300.0,22800.0
8589,8590,2,3.0,5,19000.0,1001000.0,100.0,1001000.0,0.0
8590,8591,1,3.0,4,68000.0,306600.0,26.0,292400.0,14200.0
8591,8592,1,3.0,4,26000.0,13600.0,0.0,0.0,13600.0
8592,8593,1,9.0,3,50000.0,391500.0,51.0,388500.0,3000.0
8593,8594,2,9.0,4,55000.0,887500.0,140.0,609900.0,277600.0
8594,8595,2,9.0,4,102000.0,909500.0,148.0,751600.0,157900.0
8595,8596,1,9.0,6,18000.0,29000.0,0.0,0.0,29000.0
8596,8597,2,4.0,4,489000.0,16304400.0,776.0,16071700.0,232700.0
8597,8598,1,9.0,4,31000.0,175300.0,39.0,162000.0,13300.0
8598,8599,1,1.0,4,64000.0,75700.0,0.0,0.0,75700.0
8599,8600,2,12.0,6,56000.0,82100.0,12.0,82100.0,0.0
8600,8601,2,4.0,3,91000.0,0.0,0.0,0.0,0.0
8601,8602,1,9.0,4,344000.0,1143000.0,106.0,1143000.0,0.0
8602,8603,1,9.0,3,24000.0,239400.0,44.0,228400.0,11000.0
8603,8604,1,3.0,3,20000.0,40800.0,15.0,26400.0,14400.0
8604,8605,2,3.0,3,19000.0,25400.0,28.0,18400.0,7000.0
8605,8606,2,9.0,3,33000.0,224700.0,89.0,205600.0,19100.0
8606,8607,1,3.0,4,246000.0,2452700.0,70.0,2352700.0,100000.0
8607,8608,2,9.0,5,12000.0,6500.0,0.0,0.0,6500.0
8608,8609,2,13.0,4,41000.0,698100.0,140.0,698100.0,0.0
8609,8610,1,3.0,3,42000.0,307700.0,59.0,239700.0,68000.0
8610,8611,1,9.0,5,40000.0,232300.0,7.0,224500.0,7800.0
8611,8612,2,3.0,4,11000.0,70500.0,23.0,52600.0,17900.0
8612,8613,1,9.0,3,67000.0,228000.0,80.0,209500.0,18500.0
8613,8614,2,9.0,3,28000.0,203400.0,85.0,191900.0,11500.0
8614,8615,2,9.0,3,13000.0,174000.0,95.0,140100.0,33900.0
8615,8616,2,9.0,3,19000.0,45600.0,35.0,37200.0,8400.0
8616,8617,1,9.0,4,220000.0,1512100.0,115.0,1441900.0,70200.0
8617,8618,2,9.0,4,29000.0,10600.0,5.0,10600.0,0.0
8618,8619,2,3.0,5,48000.0,309700.0,31.0,300400.0,9300.0
8619,8620,2,9.0,4,33000.0,1557200.0,549.0,1457400.0,99800.0
8620,8621,1,3.0,5,452000.0,1752300.0,80.0,1669900.0,82400.0
8621,8622,2,3.0,3,33000.0,1531500.0,227.0,1338300.0,193200.0
8622,8623,2,3.0,3,16000.0,155200.0,85.0,136200.0,19000.0
8623,8624,1,9.0,4,58000.0,241900.0,0.0,0.0,241900.0
8624,8625,1,3.0,3,38000.0,150700.0,81.0,147300.0,3400.0
8625,8626,1,3.0,3,10000.0,12900.0,15.0,5900.0,7000.0
8626,8627,1,9.0,4,21000.0,93400.0,112.0,93400.0,0.0
8627,8628,1,9.0,6,19000.0,4500.0,0.0,0.0,4500.0
8628,8629,2,9.0,4,34000.0,275900.0,81.0,254000.0,21900.0
8629,8630,2,3.0,3,17000.0,96200.0,75.0,84300.0,11900.0
8630,8631,2,9.0,3,20000.0,318900.0,59.0,318900.0,0.0
8631,8632,2,3.0,3,63000.0,1551300.0,216.0,1521500.0,29800.0
8632,8633,2,2.0,3,12000.0,424100.0,31.0,335500.0,88600.0
8633,8634,2,3.0,4,117000.0,1169300.0,143.0,1104400.0,64900.0
8634,8635,2,9.0,3,27000.0,202300.0,66.0,202300.0,0.0
8635,8636,1,3.0,3,58000.0,89500.0,20.0,61900.0,27600.0
8636,8637,1,3.0,4,16000.0,15000.0,0.0,0.0,15000.0
8637,8638,2,9.0,4,21000.0,32100.0,0.0,0.0,32100.0
8638,8639,1,9.0,4,21000.0,3800.0,0.0,0.0,3800.0
8639,8640,2,4.0,6,78000.0,544900.0,0.0,0.0,544900.0
8640,8641,2,9.0,3,21000.0,177100.0,378.0,158600.0,18500.0
8641,8642,2,3.0,3,24000.0,220200.0,59.0,220200.0,0.0
8642,8643,2,9.0,4,47000.0,273900.0,56.0,254900.0,19000.0
8643,8644,2,9.0,3,18000.0,363400.0,124.0,361400.0,2000.0
8644,8645,1,3.0,4,70000.0,44100.0,0.0,0.0,44100.0
8645,8646,1,9.0,4,29000.0,182800.0,67.0,175700.0,7100.0
8646,8647,2,9.0,4,29000.0,398000.0,74.0,374800.0,23200.0
8647,8648,2,3.0,4,20000.0,38000.0,31.0,17000.0,21000.0
8648,8649,2,3.0,3,124000.0,140100.0,40.0,140100.0,0.0
8649,8650,1,4.0,3,96000.0,11200.0,0.0,0.0,11200.0
8650,8651,1,9.0,5,86000.0,82000.0,18.0,66200.0,15800.0
8651,8652,1,3.0,3,14000.0,234700.0,64.0,218800.0,15900.0
8652,8653,2,3.0,5,196000.0,530900.0,66.0,477500.0,53400.0
8653,8654,1,3.0,6,39000.0,7500.0,0.0,0.0,7500.0
8654,8655,1,9.0,5,13000.0,49400.0,0.0,0.0,49400.0
8655,8656,2,9.0,5,15000.0,18800.0,2.0,1500.0,17300.0
8656,8657,1,9.0,3,28000.0,37200.0,0.0,0.0,37200.0
8657,8658,1,3.0,3,20000.0,132800.0,5.0,9500.0,123300.0
8658,8659,1,3.0,4,15000.0,12000.0,0.0,0.0,12000.0
8659,8660,1,3.0,3,26000.0,464600.0,105.0,391600.0,73000.0
8660,8661,2,3.0,4,58000.0,1015000.0,123.0,992500.0,22500.0
8661,8662,2,3.0,5,46000.0,363500.0,68.0,294800.0,68700.0
8662,8663,1,3.0,3,32000.0,119600.0,40.0,119600.0,0.0
8663,8664,2,3.0,5,136000.0,8100.0,0.0,0.0,8100.0
8664,8665,2,3.0,3,14000.0,116600.0,55.0,103800.0,12800.0
8665,8666,1,9.0,5,15000.0,6500.0,0.0,0.0,6500.0
8666,8667,2,9.0,3,57000.0,410400.0,71.0,362500.0,47900.0
8667,8668,1,3.0,4,68000.0,502100.0,60.0,415600.0,86500.0
8668,8669,1,9.0,3,35000.0,37300.0,16.0,37300.0,0.0
8669,8670,1,9.0,6,31000.0,201600.0,11.0,166800.0,34800.0
8670,8671,1,3.0,3,39000.0,1050200.0,42.0,1050200.0,0.0
8671,8672,1,9.0,3,32000.0,2566900.0,125.0,2537200.0,29700.0
8672,8673,2,9.0,4,20000.0,4806400.0,1340.0,4798200.0,8200.0
8673,8674,2,9.0,3,15000.0,204900.0,183.0,195500.0,9400.0
8674,8675,1,3.0,5,54000.0,2528800.0,644.0,2485500.0,43300.0
8675,8676,1,9.0,3,20000.0,152900.0,23.0,152300.0,600.0
8676,8677,2,3.0,4,26000.0,177900.0,48.0,147300.0,30600.0
8677,8678,2,3.0,5,108000.0,817800.0,34.0,797700.0,20100.0
8678,8679,1,3.0,5,127000.0,73100.0,0.0,0.0,73100.0
8679,8680,2,1.0,3,32000.0,358600.0,90.0,356400.0,2200.0
8680,8681,2,9.0,5,35000.0,43200.0,0.0,0.0,43200.0
8681,8682,1,3.0,4,51000.0,510400.0,45.0,479000.0,31400.0
8682,8683,1,9.0,5,86000.0,323500.0,14.0,282800.0,40700.0
8683,8684,2,3.0,5,115000.0,319000.0,6.0,164700.0,154300.0
8684,8685,2,9.0,3,30000.0,616000.0,226.0,591800.0,24200.0
8685,8686,2,3.0,4,19000.0,819700.0,128.0,819700.0,0.0
8686,8687,1,3.0,3,20000.0,93000.0,64.0,63000.0,30000.0
8687,8688,2,3.0,4,30000.0,71600.0,0.0,0.0,71600.0
8688,8689,1,3.0,5,94000.0,155200.0,0.0,0.0,155200.0
8689,8690,2,9.0,3,36000.0,536000.0,99.0,395700.0,140300.0
8690,8691,1,3.0,3,25000.0,319100.0,103.0,309600.0,9500.0
8691,8692,1,9.0,5,21000.0,45500.0,29.0,3800.0,41700.0
8692,8693,2,3.0,5,67000.0,2400.0,2.0,2400.0,0.0
8693,8694,2,3.0,4,20000.0,105400.0,59.0,105400.0,0.0
8694,8695,2,3.0,3,83000.0,232100.0,40.0,109600.0,122500.0
8695,8696,2,3.0,3,16000.0,373600.0,235.0,373600.0,0.0
8696,8697,1,3.0,3,25000.0,16700.0,9.0,16700.0,0.0
8697,8698,1,3.0,5,40000.0,9900.0,0.0,0.0,9900.0
8698,8699,1,9.0,4,26000.0,17000.0,7.0,2100.0,14900.0
8699,8700,1,3.0,3,20000.0,152600.0,8.0,141800.0,10800.0
8700,8701,1,3.0,5,35000.0,31900.0,6.0,31900.0,0.0
8701,8702,1,3.0,4,29000.0,127300.0,43.0,113500.0,13800.0
8702,8703,1,9.0,6,21000.0,0.0,0.0,0.0,0.0
8703,8704,1,3.0,3,99000.0,710900.0,32.0,594300.0,116600.0
8704,8705,2,9.0,3,22000.0,200700.0,89.0,168900.0,31800.0
8705,8706,1,9.0,4,25000.0,156100.0,23.0,151100.0,5000.0
8706,8707,2,3.0,4,26000.0,0.0,0.0,0.0,0.0
8707,8708,2,9.0,5,29000.0,27300.0,0.0,0.0,27300.0
8708,8709,2,3.0,3,25000.0,113400.0,51.0,93600.0,19800.0
8709,8710,1,9.0,4,34000.0,5000.0,0.0,0.0,5000.0
8710,8711,1,9.0,5,49000.0,34372100.0,3047.0,34252400.0,119700.0
8711,8712,2,9.0,3,50000.0,533600.0,93.0,523700.0,9900.0
8712,8713,2,7.0,3,22000.0,846100.0,58.0,796300.0,49800.0
8713,8714,2,3.0,3,38000.0,865000.0,161.0,861500.0,3500.0
8714,8715,2,9.0,3,19000.0,87200.0,58.0,83100.0,4100.0
8715,8716,1,5.0,3,28000.0,91800.0,29.0,81700.0,10100.0
8716,8717,2,9.0,3,13000.0,137900.0,105.0,132100.0,5800.0
8717,8718,2,9.0,3,10000.0,23400.0,26.0,23400.0,0.0
8718,8719,1,3.0,4,59000.0,412100.0,45.0,310900.0,101200.0
8719,8720,1,9.0,4,36000.0,139200.0,44.0,122000.0,17200.0
8720,8721,1,9.0,6,119000.0,152600.0,0.0,0.0,152600.0
8721,8722,2,9.0,3,23000.0,49000.0,0.0,0.0,49000.0
8722,8723,1,2.0,4,351000.0,2471300.0,106.0,2408200.0,63100.0
8723,8724,1,3.0,2,28000.0,95400.0,13.0,85500.0,9900.0
8724,8725,1,3.0,3,30000.0,198600.0,37.0,180200.0,18400.0
8725,8726,1,3.0,3,216000.0,56000.0,0.0,0.0,56000.0
8726,8727,2,9.0,4,300000.0,0.0,0.0,0.0,0.0
8727,8728,2,9.0,3,16000.0,89900.0,40.0,74900.0,15000.0
8728,8729,1,9.0,4,142000.0,131200.0,25.0,131200.0,0.0
8729,8730,2,1.0,5,12000.0,7700.0,0.0,0.0,7700.0
8730,8731,2,3.0,3,21000.0,209800.0,92.0,182700.0,27100.0
8731,8732,2,9.0,3,17000.0,38200.0,30.0,33100.0,5100.0
8732,8733,2,9.0,4,70000.0,2965600.0,106.0,2965600.0,0.0
8733,8734,1,9.0,3,61000.0,64600.0,0.0,0.0,64600.0
8734,8735,1,3.0,6,24000.0,0.0,0.0,0.0,0.0
8735,8736,2,9.0,4,19000.0,17300.0,17.0,14800.0,2500.0
8736,8737,2,3.0,3,31000.0,54700.0,63.0,49700.0,5000.0
8737,8738,2,1.0,4,55000.0,38500.0,0.0,0.0,38500.0
8738,8739,2,3.0,4,41000.0,91800.0,63.0,91800.0,0.0
8739,8740,2,9.0,3,23000.0,183200.0,32.0,125300.0,57900.0
8740,8741,2,9.0,5,16000.0,50000.0,0.0,0.0,50000.0
8741,8742,2,9.0,5,11000.0,0.0,0.0,0.0,0.0
8742,8743,1,3.0,5,20000.0,40800.0,5.0,38900.0,1900.0
8743,8744,1,9.0,4,114000.0,227600.0,39.0,222400.0,5200.0
8744,8745,2,3.0,5,62000.0,7000.0,0.0,0.0,7000.0
8745,8746,2,3.0,4,64000.0,960200.0,162.0,877200.0,83000.0
8746,8747,2,3.0,3,23000.0,238300.0,96.0,189100.0,49200.0
8747,8748,2,4.0,3,48000.0,1445100.0,41.0,1255800.0,189300.0
8748,8749,2,3.0,3,40000.0,4188500.0,165.0,3819500.0,369000.0
8749,8750,2,3.0,3,18000.0,103300.0,34.0,103300.0,0.0
8750,8751,2,3.0,3,22000.0,434000.0,73.0,406800.0,27200.0
8751,8752,2,9.0,4,15000.0,1400.0,3.0,1400.0,0.0
8752,8753,2,3.0,5,32000.0,87800.0,25.0,31400.0,56400.0
8753,8754,1,3.0,4,140000.0,453300.0,46.0,397700.0,55600.0
8754,8755,1,9.0,3,34000.0,0.0,0.0,0.0,0.0
8755,8756,1,3.0,3,27000.0,364400.0,101.0,244000.0,120400.0
8756,8757,1,9.0,3,70000.0,3085900.0,88.0,2963900.0,122000.0
8757,8758,1,3.0,4,20000.0,153100.0,83.0,153100.0,0.0
8758,8759,2,9.0,5,18000.0,35200.0,41.0,9000.0,26200.0
8759,8760,2,3.0,4,71000.0,900800.0,95.0,812700.0,88100.0
8760,8761,2,9.0,4,93000.0,339200.0,39.0,339200.0,0.0
8761,8762,2,3.0,3,40000.0,1170500.0,89.0,1087800.0,82700.0
8762,8763,2,3.0,3,23000.0,28100.0,0.0,0.0,28100.0
8763,8764,2,9.0,5,42000.0,1506300.0,188.0,1265800.0,240500.0
8764,8765,2,13.0,3,28000.0,552200.0,92.0,418600.0,133600.0
8765,8766,1,3.0,4,46000.0,377400.0,75.0,371900.0,5500.0
8766,8767,2,9.0,4,28000.0,958000.0,81.0,819900.0,138100.0
8767,8768,2,9.0,5,47000.0,0.0,0.0,0.0,0.0
8768,8769,1,9.0,3,27000.0,8000.0,0.0,0.0,8000.0
8769,8770,2,3.0,3,12000.0,470700.0,209.0,423100.0,47600.0
8770,8771,1,3.0,3,15000.0,866300.0,96.0,859700.0,6600.0
8771,8772,1,3.0,4,35000.0,14000.0,0.0,0.0,14000.0
8772,8773,1,9.0,5,183000.0,510100.0,27.0,479100.0,31000.0
8773,8774,2,3.0,5,19000.0,470200.0,122.0,396100.0,74100.0
8774,8775,2,9.0,3,15000.0,27500.0,0.0,0.0,27500.0
8775,8776,1,9.0,4,27000.0,15500.0,0.0,0.0,15500.0
8776,8777,2,9.0,6,45000.0,258000.0,31.0,230000.0,28000.0
8777,8778,2,3.0,4,45000.0,458200.0,71.0,458200.0,0.0
8778,8779,1,3.0,4,29000.0,561100.0,155.0,535000.0,26100.0
8779,8780,2,3.0,3,20000.0,853500.0,386.0,806000.0,47500.0
8780,8781,2,5.0,5,19000.0,4132500.0,336.0,3284700.0,847800.0
8781,8782,1,9.0,5,39000.0,10000.0,0.0,0.0,10000.0
8782,8783,1,9.0,4,32000.0,65300.0,69.0,52800.0,12500.0
8783,8784,1,9.0,5,129000.0,948500.0,234.0,948500.0,0.0
8784,8785,2,2.0,4,14000.0,74200.0,39.0,74200.0,0.0
8785,8786,2,3.0,4,17000.0,656000.0,98.0,645500.0,10500.0
8786,8787,1,3.0,5,54000.0,663100.0,29.0,627700.0,35400.0
8787,8788,2,9.0,3,33000.0,117100.0,57.0,96400.0,20700.0
8788,8789,1,12.0,5,126000.0,694400.0,27.0,523000.0,171400.0
8789,8790,1,3.0,4,44000.0,109800.0,0.0,0.0,109800.0
8790,8791,2,9.0,4,22000.0,89600.0,36.0,55400.0,34200.0
8791,8792,2,3.0,4,16000.0,337400.0,259.0,281900.0,55500.0
8792,8793,1,7.0,3,90000.0,45000.0,16.0,25700.0,19300.0
